indice_tiempo,region_de_destino,categoria_del_hotel,facturacion_total_en_pesos,observaciones
2013-07,CABA,1 y 2 estrellas,19923489,
2013-07,CABA,3 estrellas/boutiques/aparts,77000561,
2013-07,CABA,4 y 5 estrellas,212510086,
2013-07,CABA,Para Hoteles,16541530,
2013-07,Córdoba,1 y 2 estrellas,11855587,
2013-07,Córdoba,3 estrellas/boutiques/aparts,30248118,
2013-07,Córdoba,4 y 5 estrellas,19982157,
2013-07,Córdoba,Para Hoteles,24225486,
2013-07,Cuyo,1 y 2 estrellas,11903236,
2013-07,Cuyo,3 estrellas/boutiques/aparts,37052829,
2013-07,Cuyo,4 y 5 estrellas,95602966,
2013-07,Cuyo,Para Hoteles,5604402,
2013-07,Litoral,1 y 2 estrellas,9519820,
2013-07,Litoral,3 estrellas/boutiques/aparts,33148876,
2013-07,Litoral,4 y 5 estrellas,74185769,
2013-07,Litoral,Para Hoteles,12560259,
2013-07,Norte,1 y 2 estrellas,20336268,
2013-07,Norte,3 estrellas/boutiques/aparts,48255164,
2013-07,Norte,4 y 5 estrellas,59792135,
2013-07,Norte,Para Hoteles,14537215,
2013-07,Patagonia,1 y 2 estrellas,37760013,
2013-07,Patagonia,3 estrellas/boutiques/aparts,80806625,
2013-07,Patagonia,4 y 5 estrellas,117577315,
2013-07,Patagonia,Para Hoteles,46228480,
2013-08,Buenos Aires,1 y 2 estrellas,3665085,
2013-08,Buenos Aires,3 estrellas/boutiques/aparts,15463056,
2013-08,Buenos Aires,4 y 5 estrellas,17578991,
2013-08,Buenos Aires,Para Hoteles,10148902,
2013-08,CABA,1 y 2 estrellas,15708420,
2013-08,CABA,3 estrellas/boutiques/aparts,66776351,
2013-08,CABA,4 y 5 estrellas,229144363,
2013-08,CABA,Para Hoteles,14971384,
2013-08,Córdoba,1 y 2 estrellas,6591342,
2013-08,Córdoba,3 estrellas/boutiques/aparts,18604311,
2013-08,Córdoba,4 y 5 estrellas,14954456,
2013-08,Córdoba,Para Hoteles,11216117,
2013-08,Cuyo,1 y 2 estrellas,9129099,
2013-08,Cuyo,3 estrellas/boutiques/aparts,31239359,
2013-08,Cuyo,4 y 5 estrellas,79534736,
2013-08,Cuyo,Para Hoteles,3119202,
2013-08,Litoral,1 y 2 estrellas,9364533,
2013-08,Litoral,3 estrellas/boutiques/aparts,30167248,
2013-08,Litoral,4 y 5 estrellas,69159801,
2013-08,Litoral,Para Hoteles,8714535,
2013-08,Norte,1 y 2 estrellas,13179863,
2013-08,Norte,3 estrellas/boutiques/aparts,37979166,
2013-08,Norte,4 y 5 estrellas,50150837,
2013-08,Norte,Para Hoteles,8990556,
2013-08,Patagonia,1 y 2 estrellas,36776953,
2013-08,Patagonia,3 estrellas/boutiques/aparts,61082785,
2013-08,Patagonia,4 y 5 estrellas,80567810,
2013-08,Patagonia,Para Hoteles,28156917,
2013-09,Buenos Aires,1 y 2 estrellas,4450851,
2013-09,Buenos Aires,3 estrellas/boutiques/aparts,15591945,
2013-09,Buenos Aires,4 y 5 estrellas,24778121,
2013-09,Buenos Aires,Para Hoteles,11188497,
2013-09,CABA,1 y 2 estrellas,16933728,
2013-09,CABA,3 estrellas/boutiques/aparts,73448679,
2013-09,CABA,4 y 5 estrellas,275474893,
2013-09,CABA,Para Hoteles,16623489,
2013-09,Córdoba,1 y 2 estrellas,9198479,
2013-09,Córdoba,3 estrellas/boutiques/aparts,18436052,
2013-09,Córdoba,4 y 5 estrellas,17877883,
2013-09,Córdoba,Para Hoteles,9673912,
2013-09,Cuyo,1 y 2 estrellas,8764876,
2013-09,Cuyo,3 estrellas/boutiques/aparts,30322379,
2013-09,Cuyo,4 y 5 estrellas,79335355,
2013-09,Cuyo,Para Hoteles,3531080,
2013-09,Litoral,1 y 2 estrellas,10724398,
2013-09,Litoral,3 estrellas/boutiques/aparts,32065452,
2013-09,Litoral,4 y 5 estrellas,66579178,
2013-09,Litoral,Para Hoteles,9610138,
2013-09,Norte,1 y 2 estrellas,11563801,
2013-09,Norte,3 estrellas/boutiques/aparts,32819408,
2013-09,Norte,4 y 5 estrellas,47744143,
2013-09,Norte,Para Hoteles,9188138,
2013-09,Patagonia,1 y 2 estrellas,36422631,
2013-09,Patagonia,3 estrellas/boutiques/aparts,57055410,
2013-09,Patagonia,4 y 5 estrellas,82354313,
2013-09,Patagonia,Para Hoteles,28021690,
2013-10,Buenos Aires,1 y 2 estrellas,5627941,
2013-10,Buenos Aires,3 estrellas/boutiques/aparts,21105915,
2013-10,Buenos Aires,4 y 5 estrellas,30787761,
2013-10,Buenos Aires,Para Hoteles,17012665,
2013-10,CABA,1 y 2 estrellas,19577894,
2013-10,CABA,3 estrellas/boutiques/aparts,79843624,
2013-10,CABA,4 y 5 estrellas,276896812,
2013-10,CABA,Para Hoteles,16519973,
2013-10,Córdoba,1 y 2 estrellas,10399528,
2013-10,Córdoba,3 estrellas/boutiques/aparts,19937450,
2013-10,Córdoba,4 y 5 estrellas,17407968,
2013-10,Córdoba,Para Hoteles,20122717,
2013-10,Cuyo,1 y 2 estrellas,10538564,
2013-10,Cuyo,3 estrellas/boutiques/aparts,28441151,
2013-10,Cuyo,4 y 5 estrellas,58169257,
2013-10,Cuyo,Para Hoteles,4037765,
2013-10,Litoral,1 y 2 estrellas,11146678,
2013-10,Litoral,3 estrellas/boutiques/aparts,32895863,
2013-10,Litoral,4 y 5 estrellas,75099503,
2013-10,Litoral,Para Hoteles,10202092,
2013-10,Norte,1 y 2 estrellas,8731317,
2013-10,Norte,3 estrellas/boutiques/aparts,29900926,
2013-10,Norte,4 y 5 estrellas,50995902,
2013-10,Norte,Para Hoteles,8744483,
2013-10,Patagonia,1 y 2 estrellas,28625190,
2013-10,Patagonia,3 estrellas/boutiques/aparts,54022166,
2013-10,Patagonia,4 y 5 estrellas,68054532,
2013-10,Patagonia,Para Hoteles,23279380,
2013-11,Buenos Aires,1 y 2 estrellas,7773729,
2013-11,Buenos Aires,3 estrellas/boutiques/aparts,30357554,
2013-11,Buenos Aires,4 y 5 estrellas,43032805,
2013-11,Buenos Aires,Para Hoteles,29026299,
2013-11,CABA,1 y 2 estrellas,18538249,
2013-11,CABA,3 estrellas/boutiques/aparts,87959519,
2013-11,CABA,4 y 5 estrellas,327244588,
2013-11,CABA,Para Hoteles,17564137,
2013-11,Córdoba,1 y 2 estrellas,12205435,
2013-11,Córdoba,3 estrellas/boutiques/aparts,19900151,
2013-11,Córdoba,4 y 5 estrellas,17297822,
2013-11,Córdoba,Para Hoteles,13028618,
2013-11,Cuyo,1 y 2 estrellas,8714610,
2013-11,Cuyo,3 estrellas/boutiques/aparts,28788578,
2013-11,Cuyo,4 y 5 estrellas,60891799,
2013-11,Cuyo,Para Hoteles,4475190,
2013-11,Litoral,1 y 2 estrellas,9203495,
2013-11,Litoral,3 estrellas/boutiques/aparts,30459702,
2013-11,Litoral,4 y 5 estrellas,81439284,
2013-11,Litoral,Para Hoteles,10868185,
2013-11,Norte,1 y 2 estrellas,8021615,
2013-11,Norte,3 estrellas/boutiques/aparts,28456616,
2013-11,Norte,4 y 5 estrellas,52093392,
2013-11,Norte,Para Hoteles,7776636,
2013-11,Patagonia,1 y 2 estrellas,31125665,
2013-11,Patagonia,3 estrellas/boutiques/aparts,64186888,
2013-11,Patagonia,4 y 5 estrellas,90015590,
2013-11,Patagonia,Para Hoteles,32571349,
2013-12,Buenos Aires,1 y 2 estrellas,11474077,
2013-12,Buenos Aires,3 estrellas/boutiques/aparts,40511912,
2013-12,Buenos Aires,4 y 5 estrellas,45268605,
2013-12,Buenos Aires,Para Hoteles,26945359,
2013-12,CABA,1 y 2 estrellas,16726496,
2013-12,CABA,3 estrellas/boutiques/aparts,77256901,
2013-12,CABA,4 y 5 estrellas,294497251,
2013-12,CABA,Para Hoteles,15808992,
2013-12,Córdoba,1 y 2 estrellas,13116052,
2013-12,Córdoba,3 estrellas/boutiques/aparts,20291903,
2013-12,Córdoba,4 y 5 estrellas,16278063,
2013-12,Córdoba,Para Hoteles,20332718,
2013-12,Cuyo,1 y 2 estrellas,6361365,
2013-12,Cuyo,3 estrellas/boutiques/aparts,23771208,
2013-12,Cuyo,4 y 5 estrellas,48768090,
2013-12,Cuyo,Para Hoteles,3334042,
2013-12,Litoral,1 y 2 estrellas,7003784,
2013-12,Litoral,3 estrellas/boutiques/aparts,26646767,
2013-12,Litoral,4 y 5 estrellas,71916707,
2013-12,Litoral,Para Hoteles,10083320,
2013-12,Norte,1 y 2 estrellas,6723081,
2013-12,Norte,3 estrellas/boutiques/aparts,22628103,
2013-12,Norte,4 y 5 estrellas,33537901,
2013-12,Norte,Para Hoteles,6061425,
2013-12,Patagonia,1 y 2 estrellas,34630911,
2013-12,Patagonia,3 estrellas/boutiques/aparts,62765934,
2013-12,Patagonia,4 y 5 estrellas,91420296,
2013-12,Patagonia,Para Hoteles,37253657,
2014-01,Buenos Aires,1 y 2 estrellas,65907280,
2014-01,Buenos Aires,3 estrellas/boutiques/aparts,139730705,
2014-01,Buenos Aires,4 y 5 estrellas,99177421,
2014-01,Buenos Aires,Para Hoteles,140095635,
2014-01,CABA,1 y 2 estrellas,15578359,
2014-01,CABA,3 estrellas/boutiques/aparts,68182247,
2014-01,CABA,4 y 5 estrellas,239480287,
2014-01,CABA,Para Hoteles,15246714,
2014-01,Córdoba,1 y 2 estrellas,38117375,
2014-01,Córdoba,3 estrellas/boutiques/aparts,46007053,
2014-01,Córdoba,4 y 5 estrellas,22751277,
2014-01,Córdoba,Para Hoteles,83404607,
2014-01,Cuyo,1 y 2 estrellas,11407118,
2014-01,Cuyo,3 estrellas/boutiques/aparts,37109947,
2014-01,Cuyo,4 y 5 estrellas,64874443,
2014-01,Cuyo,Para Hoteles,13407138,
2014-01,Litoral,1 y 2 estrellas,11414555,
2014-01,Litoral,3 estrellas/boutiques/aparts,34459743,
2014-01,Litoral,4 y 5 estrellas,80199747,
2014-01,Litoral,Para Hoteles,20963507,
2014-01,Norte,1 y 2 estrellas,8321039,
2014-01,Norte,3 estrellas/boutiques/aparts,31087256,
2014-01,Norte,4 y 5 estrellas,34971055,
2014-01,Norte,Para Hoteles,13774038,
2014-01,Patagonia,1 y 2 estrellas,38549274,
2014-01,Patagonia,3 estrellas/boutiques/aparts,107633983,
2014-01,Patagonia,4 y 5 estrellas,143069664,
2014-01,Patagonia,Para Hoteles,98517039,
2014-02,Buenos Aires,1 y 2 estrellas,45962874,
2014-02,Buenos Aires,3 estrellas/boutiques/aparts,106107340,
2014-02,Buenos Aires,4 y 5 estrellas,75981917,
2014-02,Buenos Aires,Para Hoteles,90070639,
2014-02,CABA,1 y 2 estrellas,13977809,
2014-02,CABA,3 estrellas/boutiques/aparts,69719134,
2014-02,CABA,4 y 5 estrellas,267035940,
2014-02,CABA,Para Hoteles,14584131,
2014-02,Córdoba,1 y 2 estrellas,29446233,
2014-02,Córdoba,3 estrellas/boutiques/aparts,32086269,
2014-02,Córdoba,4 y 5 estrellas,19995630,
2014-02,Córdoba,Para Hoteles,54729370,
2014-02,Cuyo,1 y 2 estrellas,10541051,
2014-02,Cuyo,3 estrellas/boutiques/aparts,34692288,
2014-02,Cuyo,4 y 5 estrellas,67057039,
2014-02,Cuyo,Para Hoteles,10377029,
2014-02,Litoral,1 y 2 estrellas,12404587,
2014-02,Litoral,3 estrellas/boutiques/aparts,32567572,
2014-02,Litoral,4 y 5 estrellas,82172950,
2014-02,Litoral,Para Hoteles,22402657,
2014-02,Norte,1 y 2 estrellas,8024214,
2014-02,Norte,3 estrellas/boutiques/aparts,28337202,
2014-02,Norte,4 y 5 estrellas,34288056,
2014-02,Norte,Para Hoteles,11613312,
2014-02,Patagonia,1 y 2 estrellas,32022886,
2014-02,Patagonia,3 estrellas/boutiques/aparts,102382528,
2014-02,Patagonia,4 y 5 estrellas,116521865,
2014-02,Patagonia,Para Hoteles,76861573,
2014-03,Buenos Aires,1 y 2 estrellas,15931385,
2014-03,Buenos Aires,3 estrellas/boutiques/aparts,45900524,
2014-03,Buenos Aires,4 y 5 estrellas,46473489,
2014-03,Buenos Aires,Para Hoteles,43730612,
2014-03,CABA,1 y 2 estrellas,17210436,
2014-03,CABA,3 estrellas/boutiques/aparts,89910381,
2014-03,CABA,4 y 5 estrellas,357129781,
2014-03,CABA,Para Hoteles,20176679,
2014-03,Córdoba,1 y 2 estrellas,16487230,
2014-03,Córdoba,3 estrellas/boutiques/aparts,22905607,
2014-03,Córdoba,4 y 5 estrellas,21408180,
2014-03,Córdoba,Para Hoteles,32385048,
2014-03,Cuyo,1 y 2 estrellas,10981681,
2014-03,Cuyo,3 estrellas/boutiques/aparts,29852202,
2014-03,Cuyo,4 y 5 estrellas,80189981,
2014-03,Cuyo,Para Hoteles,6540846,
2014-03,Litoral,1 y 2 estrellas,9320381,
2014-03,Litoral,3 estrellas/boutiques/aparts,37667857,
2014-03,Litoral,4 y 5 estrellas,87559437,
2014-03,Litoral,Para Hoteles,19451683,
2014-03,Norte,1 y 2 estrellas,8988512,
2014-03,Norte,3 estrellas/boutiques/aparts,36114003,
2014-03,Norte,4 y 5 estrellas,38195227,
2014-03,Norte,Para Hoteles,10717566,
2014-03,Patagonia,1 y 2 estrellas,24132999,
2014-03,Patagonia,3 estrellas/boutiques/aparts,74499847,
2014-03,Patagonia,4 y 5 estrellas,92453924,
2014-03,Patagonia,Para Hoteles,43714778,
2014-04,Buenos Aires,1 y 2 estrellas,6317205,
2014-04,Buenos Aires,3 estrellas/boutiques/aparts,24322420,
2014-04,Buenos Aires,4 y 5 estrellas,29831053,
2014-04,Buenos Aires,Para Hoteles,23468690,
2014-04,CABA,1 y 2 estrellas,18060162,
2014-04,CABA,3 estrellas/boutiques/aparts,88462681,
2014-04,CABA,4 y 5 estrellas,331329337,
2014-04,CABA,Para Hoteles,18926207,
2014-04,Córdoba,1 y 2 estrellas,11929493,
2014-04,Córdoba,3 estrellas/boutiques/aparts,20031846,
2014-04,Córdoba,4 y 5 estrellas,20564489,
2014-04,Córdoba,Para Hoteles,22312991,
2014-04,Cuyo,1 y 2 estrellas,9630776,
2014-04,Cuyo,3 estrellas/boutiques/aparts,26266398,
2014-04,Cuyo,4 y 5 estrellas,71233418,
2014-04,Cuyo,Para Hoteles,4661696,
2014-04,Litoral,1 y 2 estrellas,10387780,
2014-04,Litoral,3 estrellas/boutiques/aparts,32623687,
2014-04,Litoral,4 y 5 estrellas,87523898,
2014-04,Litoral,Para Hoteles,14880275,
2014-04,Norte,1 y 2 estrellas,12016867,
2014-04,Norte,3 estrellas/boutiques/aparts,37712274,
2014-04,Norte,4 y 5 estrellas,45543995,
2014-04,Norte,Para Hoteles,9994820,
2014-04,Patagonia,1 y 2 estrellas,20293894,
2014-04,Patagonia,3 estrellas/boutiques/aparts,55518128,
2014-04,Patagonia,4 y 5 estrellas,77022760,
2014-04,Patagonia,Para Hoteles,25916309,
2014-05,Buenos Aires,1 y 2 estrellas,3615693,
2014-05,Buenos Aires,3 estrellas/boutiques/aparts,15171895,
2014-05,Buenos Aires,4 y 5 estrellas,25676949,
2014-05,Buenos Aires,Para Hoteles,15682292,
2014-05,CABA,1 y 2 estrellas,18038427,
2014-05,CABA,3 estrellas/boutiques/aparts,90338481,
2014-05,CABA,4 y 5 estrellas,330175489,
2014-05,CABA,Para Hoteles,17857292,
2014-05,Córdoba,1 y 2 estrellas,9292412,
2014-05,Córdoba,3 estrellas/boutiques/aparts,17447289,
2014-05,Córdoba,4 y 5 estrellas,22056353,
2014-05,Córdoba,Para Hoteles,10254989,
2014-05,Cuyo,1 y 2 estrellas,10233138,
2014-05,Cuyo,3 estrellas/boutiques/aparts,22291504,
2014-05,Cuyo,4 y 5 estrellas,61062211,
2014-05,Cuyo,Para Hoteles,3645119,
2014-05,Litoral,1 y 2 estrellas,16002592,
2014-05,Litoral,3 estrellas/boutiques/aparts,33459843,
2014-05,Litoral,4 y 5 estrellas,81902202,
2014-05,Litoral,Para Hoteles,13753424,
2014-05,Norte,1 y 2 estrellas,11596859,
2014-05,Norte,3 estrellas/boutiques/aparts,32126594,
2014-05,Norte,4 y 5 estrellas,45139401,
2014-05,Norte,Para Hoteles,8740526,
2014-05,Patagonia,1 y 2 estrellas,16509046,
2014-05,Patagonia,3 estrellas/boutiques/aparts,40481143,
2014-05,Patagonia,4 y 5 estrellas,58166885,
2014-05,Patagonia,Para Hoteles,12349388,
2014-06,Buenos Aires,1 y 2 estrellas,3191971,
2014-06,Buenos Aires,3 estrellas/boutiques/aparts,13004962,
2014-06,Buenos Aires,4 y 5 estrellas,18585502,
2014-06,Buenos Aires,Para Hoteles,9256920,
2014-06,CABA,1 y 2 estrellas,16878241,
2014-06,CABA,3 estrellas/boutiques/aparts,78222979,
2014-06,CABA,4 y 5 estrellas,270971757,
2014-06,CABA,Para Hoteles,18516595,
2014-06,Córdoba,1 y 2 estrellas,6726561,
2014-06,Córdoba,3 estrellas/boutiques/aparts,13562919,
2014-06,Córdoba,4 y 5 estrellas,17229577,
2014-06,Córdoba,Para Hoteles,12863110,
2014-06,Cuyo,1 y 2 estrellas,9369047,
2014-06,Cuyo,3 estrellas/boutiques/aparts,20898896,
2014-06,Cuyo,4 y 5 estrellas,71690433,
2014-06,Cuyo,Para Hoteles,3990409,
2014-06,Litoral,1 y 2 estrellas,9729463,
2014-06,Litoral,3 estrellas/boutiques/aparts,30836807,
2014-06,Litoral,4 y 5 estrellas,71420475,
2014-06,Litoral,Para Hoteles,11998560,
2014-06,Norte,1 y 2 estrellas,12920934,
2014-06,Norte,3 estrellas/boutiques/aparts,27095479,
2014-06,Norte,4 y 5 estrellas,43192830,
2014-06,Norte,Para Hoteles,8042465,
2014-06,Patagonia,1 y 2 estrellas,18600922,
2014-06,Patagonia,3 estrellas/boutiques/aparts,42093059,
2014-06,Patagonia,4 y 5 estrellas,64030805,
2014-06,Patagonia,Para Hoteles,13063286,
2014-07,Buenos Aires,1 y 2 estrellas,5877692,
2014-07,Buenos Aires,3 estrellas/boutiques/aparts,24958988,
2014-07,Buenos Aires,4 y 5 estrellas,33239169,
2014-07,Buenos Aires,Para Hoteles,20173881,
2014-07,CABA,1 y 2 estrellas,21895951,
2014-07,CABA,3 estrellas/boutiques/aparts,103688431,
2014-07,CABA,4 y 5 estrellas,305184355,
2014-07,CABA,Para Hoteles,20722119,
2014-07,Córdoba,1 y 2 estrellas,11483530,
2014-07,Córdoba,3 estrellas/boutiques/aparts,28068695,
2014-07,Córdoba,4 y 5 estrellas,24763095,
2014-07,Córdoba,Para Hoteles,44756598,
2014-07,Cuyo,1 y 2 estrellas,13599194,
2014-07,Cuyo,3 estrellas/boutiques/aparts,40582342,
2014-07,Cuyo,4 y 5 estrellas,111468214,
2014-07,Cuyo,Para Hoteles,7430576,
2014-07,Litoral,1 y 2 estrellas,11006986,
2014-07,Litoral,3 estrellas/boutiques/aparts,36956547,
2014-07,Litoral,4 y 5 estrellas,90393042,
2014-07,Litoral,Para Hoteles,17620362,
2014-07,Norte,1 y 2 estrellas,24541694,
2014-07,Norte,3 estrellas/boutiques/aparts,53638001,
2014-07,Norte,4 y 5 estrellas,76056474,
2014-07,Norte,Para Hoteles,18653918,
2014-07,Patagonia,1 y 2 estrellas,41109100,
2014-07,Patagonia,3 estrellas/boutiques/aparts,84941370,
2014-07,Patagonia,4 y 5 estrellas,148684164,
2014-07,Patagonia,Para Hoteles,64656020,
2014-08,Buenos Aires,1 y 2 estrellas,5057067,
2014-08,Buenos Aires,3 estrellas/boutiques/aparts,19216664,
2014-08,Buenos Aires,4 y 5 estrellas,31433927,
2014-08,Buenos Aires,Para Hoteles,18895650,
2014-08,CABA,1 y 2 estrellas,19590742,
2014-08,CABA,3 estrellas/boutiques/aparts,94146541,
2014-08,CABA,4 y 5 estrellas,331321228,
2014-08,CABA,Para Hoteles,18544993,
2014-08,Córdoba,1 y 2 estrellas,8598008,
2014-08,Córdoba,3 estrellas/boutiques/aparts,18903966,
2014-08,Córdoba,4 y 5 estrellas,22949100,
2014-08,Córdoba,Para Hoteles,13144556,
2014-08,Cuyo,1 y 2 estrellas,11534967,
2014-08,Cuyo,3 estrellas/boutiques/aparts,31579873,
2014-08,Cuyo,4 y 5 estrellas,88414261,
2014-08,Cuyo,Para Hoteles,4213436,
2014-08,Litoral,1 y 2 estrellas,11976622,
2014-08,Litoral,3 estrellas/boutiques/aparts,37506448,
2014-08,Litoral,4 y 5 estrellas,95969263,
2014-08,Litoral,Para Hoteles,17117201,
2014-08,Norte,1 y 2 estrellas,17000141,
2014-08,Norte,3 estrellas/boutiques/aparts,44209017,
2014-08,Norte,4 y 5 estrellas,62461216,
2014-08,Norte,Para Hoteles,10931182,
2014-08,Patagonia,1 y 2 estrellas,48328676,
2014-08,Patagonia,3 estrellas/boutiques/aparts,87246477,
2014-08,Patagonia,4 y 5 estrellas,146647557,
2014-08,Patagonia,Para Hoteles,49323443,
2014-09,Buenos Aires,1 y 2 estrellas,4684789,
2014-09,Buenos Aires,3 estrellas/boutiques/aparts,20970708,
2014-09,Buenos Aires,4 y 5 estrellas,38050750,
2014-09,Buenos Aires,Para Hoteles,19369145,
2014-09,CABA,1 y 2 estrellas,19270052,
2014-09,CABA,3 estrellas/boutiques/aparts,94731314,
2014-09,CABA,4 y 5 estrellas,355166201,
2014-09,CABA,Para Hoteles,20092490,
2014-09,Córdoba,1 y 2 estrellas,9847647,
2014-09,Córdoba,3 estrellas/boutiques/aparts,18133935,
2014-09,Córdoba,4 y 5 estrellas,22986461,
2014-09,Córdoba,Para Hoteles,11039665,
2014-09,Cuyo,1 y 2 estrellas,10481703,
2014-09,Cuyo,3 estrellas/boutiques/aparts,30085103,
2014-09,Cuyo,4 y 5 estrellas,74836792,
2014-09,Cuyo,Para Hoteles,4162006,
2014-09,Litoral,1 y 2 estrellas,15264374,
2014-09,Litoral,3 estrellas/boutiques/aparts,37297705,
2014-09,Litoral,4 y 5 estrellas,96462443,
2014-09,Litoral,Para Hoteles,18850049,
2014-09,Norte,1 y 2 estrellas,17121035,
2014-09,Norte,3 estrellas/boutiques/aparts,47349147,
2014-09,Norte,4 y 5 estrellas,67428548,
2014-09,Norte,Para Hoteles,10158623,
2014-09,Patagonia,1 y 2 estrellas,42777649,
2014-09,Patagonia,3 estrellas/boutiques/aparts,81284284,
2014-09,Patagonia,4 y 5 estrellas,125130010,
2014-09,Patagonia,Para Hoteles,37274552,
2014-10,Buenos Aires,1 y 2 estrellas,8073482,
2014-10,Buenos Aires,3 estrellas/boutiques/aparts,29551248,
2014-10,Buenos Aires,4 y 5 estrellas,46471850,
2014-10,Buenos Aires,Para Hoteles,33520724,
2014-10,CABA,1 y 2 estrellas,21931249,
2014-10,CABA,3 estrellas/boutiques/aparts,118028251,
2014-10,CABA,4 y 5 estrellas,444644915,
2014-10,CABA,Para Hoteles,21651812,
2014-10,Córdoba,1 y 2 estrellas,12759070,
2014-10,Córdoba,3 estrellas/boutiques/aparts,25416046,
2014-10,Córdoba,4 y 5 estrellas,25256859,
2014-10,Córdoba,Para Hoteles,24373400,
2014-10,Cuyo,1 y 2 estrellas,11472329,
2014-10,Cuyo,3 estrellas/boutiques/aparts,34353375,
2014-10,Cuyo,4 y 5 estrellas,88615498,
2014-10,Cuyo,Para Hoteles,4609775,
2014-10,Litoral,1 y 2 estrellas,13163029,
2014-10,Litoral,3 estrellas/boutiques/aparts,38747889,
2014-10,Litoral,4 y 5 estrellas,121022533,
2014-10,Litoral,Para Hoteles,20332302,
2014-10,Norte,1 y 2 estrellas,11663822,
2014-10,Norte,3 estrellas/boutiques/aparts,47247665,
2014-10,Norte,4 y 5 estrellas,68977170,
2014-10,Norte,Para Hoteles,11898917,
2014-10,Patagonia,1 y 2 estrellas,37503502,
2014-10,Patagonia,3 estrellas/boutiques/aparts,75235438,
2014-10,Patagonia,4 y 5 estrellas,117429120,
2014-10,Patagonia,Para Hoteles,35814842,
2014-11,Buenos Aires,1 y 2 estrellas,9807638,
2014-11,Buenos Aires,3 estrellas/boutiques/aparts,39313360,
2014-11,Buenos Aires,4 y 5 estrellas,53998680,
2014-11,Buenos Aires,Para Hoteles,66479127,
2014-11,CABA,1 y 2 estrellas,24000714,
2014-11,CABA,3 estrellas/boutiques/aparts,120277981,
2014-11,CABA,4 y 5 estrellas,432379273,
2014-11,CABA,Para Hoteles,22711081,
2014-11,Córdoba,1 y 2 estrellas,12875266,
2014-11,Córdoba,3 estrellas/boutiques/aparts,24715586,
2014-11,Córdoba,4 y 5 estrellas,24629515,
2014-11,Córdoba,Para Hoteles,18773011,
2014-11,Cuyo,1 y 2 estrellas,11392997,
2014-11,Cuyo,3 estrellas/boutiques/aparts,33575480,
2014-11,Cuyo,4 y 5 estrellas,92020587,
2014-11,Cuyo,Para Hoteles,4615814,
2014-11,Litoral,1 y 2 estrellas,12098058,
2014-11,Litoral,3 estrellas/boutiques/aparts,38277921,
2014-11,Litoral,4 y 5 estrellas,116881271,
2014-11,Litoral,Para Hoteles,17498071,
2014-11,Norte,1 y 2 estrellas,10101887,
2014-11,Norte,3 estrellas/boutiques/aparts,38930608,
2014-11,Norte,4 y 5 estrellas,53459825,
2014-11,Norte,Para Hoteles,10414258,
2014-11,Patagonia,1 y 2 estrellas,31911757,
2014-11,Patagonia,3 estrellas/boutiques/aparts,86436364,
2014-11,Patagonia,4 y 5 estrellas,136632803,
2014-11,Patagonia,Para Hoteles,41700584,
2014-12,Buenos Aires,1 y 2 estrellas,21861038,
2014-12,Buenos Aires,3 estrellas/boutiques/aparts,63422117,
2014-12,Buenos Aires,4 y 5 estrellas,67697711,
2014-12,Buenos Aires,Para Hoteles,50538455,
2014-12,CABA,1 y 2 estrellas,17503915,
2014-12,CABA,3 estrellas/boutiques/aparts,104654976,
2014-12,CABA,4 y 5 estrellas,376931021,
2014-12,CABA,Para Hoteles,22168732,
2014-12,Córdoba,1 y 2 estrellas,14887935,
2014-12,Córdoba,3 estrellas/boutiques/aparts,25725763,
