indice_tiempo,region_de_destino,categoria_del_hotel,facturacion_total_en_pesos,observaciones
2018-02,Buenos Aires,4 y 5 estrellas,226506663,
2018-02,Buenos Aires,Para Hoteles,199508139,
2018-02,CABA,1 y 2 estrellas,34871871,
2018-02,CABA,3 estrellas/boutiques/aparts,188553201,
2018-02,CABA,4 y 5 estrellas,677036129,
2018-02,CABA,Para Hoteles,32530842,
2018-02,Córdoba,1 y 2 estrellas,111290154,
2018-02,Córdoba,3 estrellas/boutiques/aparts,121923099,
2018-02,Córdoba,4 y 5 estrellas,56477381,
2018-02,Córdoba,Para Hoteles,169233842,
2018-02,Cuyo,1 y 2 estrellas,30340710,
2018-02,Cuyo,3 estrellas/boutiques/aparts,99343162,
2018-02,Cuyo,4 y 5 estrellas,322484922,
2018-02,Cuyo,Para Hoteles,30611520,
2018-02,Litoral,1 y 2 estrellas,27653681,
2018-02,Litoral,3 estrellas/boutiques/aparts,102291908,
2018-02,Litoral,4 y 5 estrellas,403306546,
2018-02,Litoral,Para Hoteles,77254064,
2018-02,Norte,1 y 2 estrellas,26035293,
2018-02,Norte,3 estrellas/boutiques/aparts,62360369,
2018-02,Norte,4 y 5 estrellas,129074748,
2018-02,Norte,Para Hoteles,45733979,
2018-02,Patagonia,1 y 2 estrellas,120620727,
2018-02,Patagonia,3 estrellas/boutiques/aparts,248083072,
2018-02,Patagonia,4 y 5 estrellas,425765754,
2018-02,Patagonia,Para Hoteles,219243258,
2018-03,Buenos Aires,1 y 2 estrellas,53345691,
2018-03,Buenos Aires,3 estrellas/boutiques/aparts,182386154,
2018-03,Buenos Aires,4 y 5 estrellas,145500033,
2018-03,Buenos Aires,Para Hoteles,104269865,
2018-03,CABA,1 y 2 estrellas,46109047,
2018-03,CABA,3 estrellas/boutiques/aparts,245246876,
2018-03,CABA,4 y 5 estrellas,983432684,
2018-03,CABA,Para Hoteles,41232104,
2018-03,Córdoba,1 y 2 estrellas,77634852,
2018-03,Córdoba,3 estrellas/boutiques/aparts,101174206,
2018-03,Córdoba,4 y 5 estrellas,43755995,
2018-03,Córdoba,Para Hoteles,96477272,
2018-03,Cuyo,1 y 2 estrellas,29798252,
2018-03,Cuyo,3 estrellas/boutiques/aparts,99023305,
2018-03,Cuyo,4 y 5 estrellas,314983103,
2018-03,Cuyo,Para Hoteles,17717607,
2018-03,Litoral,1 y 2 estrellas,24878817,
2018-03,Litoral,3 estrellas/boutiques/aparts,89940814,
2018-03,Litoral,4 y 5 estrellas,453150452,
2018-03,Litoral,Para Hoteles,54125109,
2018-03,Norte,1 y 2 estrellas,25247078,
2018-03,Norte,3 estrellas/boutiques/aparts,72871733,
2018-03,Norte,4 y 5 estrellas,155916892,
2018-03,Norte,Para Hoteles,39404489,
2018-03,Patagonia,1 y 2 estrellas,70544830,
2018-03,Patagonia,3 estrellas/boutiques/aparts,219780137,
2018-03,Patagonia,4 y 5 estrellas,381110997,
2018-03,Patagonia,Para Hoteles,135034685,
2018-04,Buenos Aires,1 y 2 estrellas,21220638,
2018-04,Buenos Aires,3 estrellas/boutiques/aparts,88272189,
2018-04,Buenos Aires,4 y 5 estrellas,97942623,
2018-04,Buenos Aires,Para Hoteles,39890603,
2018-04,CABA,1 y 2 estrellas,46012446,
2018-04,CABA,3 estrellas/boutiques/aparts,237625786,
2018-04,CABA,4 y 5 estrellas,923930519,
2018-04,CABA,Para Hoteles,37318922,
2018-04,Córdoba,1 y 2 estrellas,46116268,
2018-04,Córdoba,3 estrellas/boutiques/aparts,70833107,
2018-04,Córdoba,4 y 5 estrellas,45515507,
2018-04,Córdoba,Para Hoteles,63508319,
2018-04,Cuyo,1 y 2 estrellas,25834026,
2018-04,Cuyo,3 estrellas/boutiques/aparts,86753888,
2018-04,Cuyo,4 y 5 estrellas,264405998,
2018-04,Cuyo,Para Hoteles,11793432,
2018-04,Litoral,1 y 2 estrellas,24214484,
2018-04,Litoral,3 estrellas/boutiques/aparts,107740315,
2018-04,Litoral,4 y 5 estrellas,444914822,
2018-04,Litoral,Para Hoteles,41092605,
2018-04,Norte,1 y 2 estrellas,37190835,
2018-04,Norte,3 estrellas/boutiques/aparts,87349618,
2018-04,Norte,4 y 5 estrellas,206640092,
2018-04,Norte,Para Hoteles,32166733,
2018-04,Patagonia,1 y 2 estrellas,51515742,
2018-04,Patagonia,3 estrellas/boutiques/aparts,147103641,
2018-04,Patagonia,4 y 5 estrellas,244719556,
2018-04,Patagonia,Para Hoteles,69107589,
2018-05,Buenos Aires,1 y 2 estrellas,12139426,
2018-05,Buenos Aires,3 estrellas/boutiques/aparts,46323120,
2018-05,Buenos Aires,4 y 5 estrellas,65213336,
2018-05,Buenos Aires,Para Hoteles,24385139,
2018-05,CABA,1 y 2 estrellas,46320325,
2018-05,CABA,3 estrellas/boutiques/aparts,238184322,
2018-05,CABA,4 y 5 estrellas,895212446,
2018-05,CABA,Para Hoteles,38456352,
2018-05,Córdoba,1 y 2 estrellas,34218095,
2018-05,Córdoba,3 estrellas/boutiques/aparts,58536708,
2018-05,Córdoba,4 y 5 estrellas,42622811,
2018-05,Córdoba,Para Hoteles,38269912,
2018-05,Cuyo,1 y 2 estrellas,22334146,
2018-05,Cuyo,3 estrellas/boutiques/aparts,68728141,
2018-05,Cuyo,4 y 5 estrellas,285773074,
2018-05,Cuyo,Para Hoteles,8693683,
2018-05,Litoral,1 y 2 estrellas,28923791,
2018-05,Litoral,3 estrellas/boutiques/aparts,112670608,
2018-05,Litoral,4 y 5 estrellas,448446651,
2018-05,Litoral,Para Hoteles,30611984,
2018-05,Norte,1 y 2 estrellas,33114811,
2018-05,Norte,3 estrellas/boutiques/aparts,92564693,
2018-05,Norte,4 y 5 estrellas,181293536,
2018-05,Norte,Para Hoteles,27707243,
2018-05,Patagonia,1 y 2 estrellas,38434041,
2018-05,Patagonia,3 estrellas/boutiques/aparts,126909621,
2018-05,Patagonia,4 y 5 estrellas,194365670,
2018-05,Patagonia,Para Hoteles,42239536,
2018-06,Buenos Aires,1 y 2 estrellas,11129563,
2018-06,Buenos Aires,3 estrellas/boutiques/aparts,40254599,
2018-06,Buenos Aires,4 y 5 estrellas,55769528,
2018-06,Buenos Aires,Para Hoteles,23279218,
2018-06,CABA,1 y 2 estrellas,47210974,
2018-06,CABA,3 estrellas/boutiques/aparts,345795847,
2018-06,CABA,4 y 5 estrellas,814310598,
2018-06,CABA,Para Hoteles,45523593,
2018-06,Córdoba,1 y 2 estrellas,32091929,
2018-06,Córdoba,3 estrellas/boutiques/aparts,47880077,
2018-06,Córdoba,4 y 5 estrellas,41772425,
2018-06,Córdoba,Para Hoteles,34262594,
2018-06,Cuyo,1 y 2 estrellas,18201213,
2018-06,Cuyo,3 estrellas/boutiques/aparts,65627987,
2018-06,Cuyo,4 y 5 estrellas,248237279,
2018-06,Cuyo,Para Hoteles,7780044,
2018-06,Litoral,1 y 2 estrellas,27659634,
2018-06,Litoral,3 estrellas/boutiques/aparts,112128981,
2018-06,Litoral,4 y 5 estrellas,386019571,
2018-06,Litoral,Para Hoteles,25693730,
2018-06,Norte,1 y 2 estrellas,31978643,
2018-06,Norte,3 estrellas/boutiques/aparts,102047869,
2018-06,Norte,4 y 5 estrellas,172934262,
2018-06,Norte,Para Hoteles,24782924,
2018-06,Patagonia,1 y 2 estrellas,42628741,
2018-06,Patagonia,3 estrellas/boutiques/aparts,123321074,
2018-06,Patagonia,4 y 5 estrellas,195619898,
2018-06,Patagonia,Para Hoteles,45650353,
2018-07,Buenos Aires,1 y 2 estrellas,19531523,
2018-07,Buenos Aires,3 estrellas/boutiques/aparts,83082629,
2018-07,Buenos Aires,4 y 5 estrellas,95018147,
2018-07,Buenos Aires,Para Hoteles,48353090,
2018-07,CABA,1 y 2 estrellas,61358752,
2018-07,CABA,3 estrellas/boutiques/aparts,459522674,
2018-07,CABA,4 y 5 estrellas,903728419,
2018-07,CABA,Para Hoteles,44946231,
2018-07,Córdoba,1 y 2 estrellas,57767698,
2018-07,Córdoba,3 estrellas/boutiques/aparts,101651945,
2018-07,Córdoba,4 y 5 estrellas,61651698,
2018-07,Córdoba,Para Hoteles,143585522,
2018-07,Cuyo,1 y 2 estrellas,40146589,
2018-07,Cuyo,3 estrellas/boutiques/aparts,132426529,
2018-07,Cuyo,4 y 5 estrellas,386662021,
2018-07,Cuyo,Para Hoteles,23472252,
2018-07,Litoral,1 y 2 estrellas,33895292,
2018-07,Litoral,3 estrellas/boutiques/aparts,154276217,
2018-07,Litoral,4 y 5 estrellas,532939819,
2018-07,Litoral,Para Hoteles,65371011,
2018-07,Norte,1 y 2 estrellas,72530740,
2018-07,Norte,3 estrellas/boutiques/aparts,168569903,
2018-07,Norte,4 y 5 estrellas,300763963,
2018-07,Norte,Para Hoteles,62147381,
2018-07,Patagonia,1 y 2 estrellas,128901392,
2018-07,Patagonia,3 estrellas/boutiques/aparts,238349871,
2018-07,Patagonia,4 y 5 estrellas,501186092,
2018-07,Patagonia,Para Hoteles,198964528,
2018-08,Buenos Aires,1 y 2 estrellas,17581441,
2018-08,Buenos Aires,3 estrellas/boutiques/aparts,58840549,
2018-08,Buenos Aires,4 y 5 estrellas,87272992,
2018-08,Buenos Aires,Para Hoteles,34397849,
2018-08,CABA,1 y 2 estrellas,56599343,
2018-08,CABA,3 estrellas/boutiques/aparts,276707150,
2018-08,CABA,4 y 5 estrellas,1077931728,
2018-08,CABA,Para Hoteles,45029985,
2018-08,Córdoba,1 y 2 estrellas,36012795,
2018-08,Córdoba,3 estrellas/boutiques/aparts,73028471,
2018-08,Córdoba,4 y 5 estrellas,49895296,
2018-08,Córdoba,Para Hoteles,58240651,
2018-08,Cuyo,1 y 2 estrellas,29821999,
2018-08,Cuyo,3 estrellas/boutiques/aparts,91839087,
2018-08,Cuyo,4 y 5 estrellas,388998023,
2018-08,Cuyo,Para Hoteles,10778840,
2018-08,Litoral,1 y 2 estrellas,32024058,
2018-08,Litoral,3 estrellas/boutiques/aparts,147830375,
2018-08,Litoral,4 y 5 estrellas,552307294,
2018-08,Litoral,Para Hoteles,46765028,
2018-08,Norte,1 y 2 estrellas,56354378,
2018-08,Norte,3 estrellas/boutiques/aparts,134445478,
2018-08,Norte,4 y 5 estrellas,247240880,
2018-08,Norte,Para Hoteles,40125883,
2018-08,Patagonia,1 y 2 estrellas,128162060,
2018-08,Patagonia,3 estrellas/boutiques/aparts,222666481,
2018-08,Patagonia,4 y 5 estrellas,421159070,
2018-08,Patagonia,Para Hoteles,144389503,
2018-09,Buenos Aires,1 y 2 estrellas,19603338,
2018-09,Buenos Aires,3 estrellas/boutiques/aparts,68146698,
2018-09,Buenos Aires,4 y 5 estrellas,99871835,
2018-09,Buenos Aires,Para Hoteles,45536312,
2018-09,CABA,1 y 2 estrellas,59866297,
2018-09,CABA,3 estrellas/boutiques/aparts,344681323,
2018-09,CABA,4 y 5 estrellas,1380487021,
2018-09,CABA,Para Hoteles,44695278,
2018-09,Córdoba,1 y 2 estrellas,37715479,
2018-09,Córdoba,3 estrellas/boutiques/aparts,70187258,
2018-09,Córdoba,4 y 5 estrellas,53075352,
2018-09,Córdoba,Para Hoteles,55320838,
2018-09,Cuyo,1 y 2 estrellas,29560569,
2018-09,Cuyo,3 estrellas/boutiques/aparts,104422420,
2018-09,Cuyo,4 y 5 estrellas,389937642,
2018-09,Cuyo,Para Hoteles,11343590,
2018-09,Litoral,1 y 2 estrellas,30632385,
2018-09,Litoral,3 estrellas/boutiques/aparts,148274816,
2018-09,Litoral,4 y 5 estrellas,479932452,
2018-09,Litoral,Para Hoteles,51842583,
2018-09,Norte,1 y 2 estrellas,48569429,
2018-09,Norte,3 estrellas/boutiques/aparts,123674738,
2018-09,Norte,4 y 5 estrellas,249625779,
2018-09,Norte,Para Hoteles,37967019,
2018-09,Patagonia,1 y 2 estrellas,100415787,
2018-09,Patagonia,3 estrellas/boutiques/aparts,244421057,
2018-09,Patagonia,4 y 5 estrellas,522703816,
2018-09,Patagonia,Para Hoteles,112054421,
2018-10,Buenos Aires,1 y 2 estrellas,25755565,
2018-10,Buenos Aires,3 estrellas/boutiques/aparts,100228097,
2018-10,Buenos Aires,4 y 5 estrellas,140154647,
2018-10,Buenos Aires,Para Hoteles,47792945,
2018-10,CABA,1 y 2 estrellas,63316398,
2018-10,CABA,3 estrellas/boutiques/aparts,411821587,
2018-10,CABA,4 y 5 estrellas,1873517085,
2018-10,CABA,Para Hoteles,44318355,
2018-10,Córdoba,1 y 2 estrellas,57350809,
2018-10,Córdoba,3 estrellas/boutiques/aparts,81351632,
2018-10,Córdoba,4 y 5 estrellas,55452855,
2018-10,Córdoba,Para Hoteles,97829735,
2018-10,Cuyo,1 y 2 estrellas,32382053,
2018-10,Cuyo,3 estrellas/boutiques/aparts,113893935,
2018-10,Cuyo,4 y 5 estrellas,393971520,
2018-10,Cuyo,Para Hoteles,14928190,
2018-10,Litoral,1 y 2 estrellas,43093123,
2018-10,Litoral,3 estrellas/boutiques/aparts,145106559,
2018-10,Litoral,4 y 5 estrellas,640169316,
2018-10,Litoral,Para Hoteles,57761190,
2018-10,Norte,1 y 2 estrellas,38043416,
2018-10,Norte,3 estrellas/boutiques/aparts,106445193,
2018-10,Norte,4 y 5 estrellas,251620333,
2018-10,Norte,Para Hoteles,39760794,
2018-10,Patagonia,1 y 2 estrellas,100623727,
2018-10,Patagonia,3 estrellas/boutiques/aparts,224802919,
2018-10,Patagonia,4 y 5 estrellas,498551116,
2018-10,Patagonia,Para Hoteles,110449963,
2018-11,Buenos Aires,1 y 2 estrellas,23616321,
2018-11,Buenos Aires,3 estrellas/boutiques/aparts,110762997,
2018-11,Buenos Aires,4 y 5 estrellas,140247634,
2018-11,Buenos Aires,Para Hoteles,56157591,
2018-11,CABA,1 y 2 estrellas,65548345,
2018-11,CABA,3 estrellas/boutiques/aparts,439952441,
2018-11,CABA,4 y 5 estrellas,1961759999,
2018-11,CABA,Para Hoteles,49984348,
2018-11,Córdoba,1 y 2 estrellas,57099507,
2018-11,Córdoba,3 estrellas/boutiques/aparts,93068953,
2018-11,Córdoba,4 y 5 estrellas,60510149,
2018-11,Córdoba,Para Hoteles,81451325,
2018-11,Cuyo,1 y 2 estrellas,35030894,
2018-11,Cuyo,3 estrellas/boutiques/aparts,124643787,
2018-11,Cuyo,4 y 5 estrellas,364469048,
2018-11,Cuyo,Para Hoteles,15467132,
2018-11,Litoral,1 y 2 estrellas,29798361,
2018-11,Litoral,3 estrellas/boutiques/aparts,136487120,
2018-11,Litoral,4 y 5 estrellas,559552722,
2018-11,Litoral,Para Hoteles,60730890,
2018-11,Norte,1 y 2 estrellas,30471631,
2018-11,Norte,3 estrellas/boutiques/aparts,81357595,
2018-11,Norte,4 y 5 estrellas,238079935,
2018-11,Norte,Para Hoteles,35632896,
2018-11,Patagonia,1 y 2 estrellas,99367917,
2018-11,Patagonia,3 estrellas/boutiques/aparts,278009260,
2018-11,Patagonia,4 y 5 estrellas,663842124,
2018-11,Patagonia,Para Hoteles,152388487,
2018-12,Buenos Aires,1 y 2 estrellas,37691130,
2018-12,Buenos Aires,3 estrellas/boutiques/aparts,212429090,
2018-12,Buenos Aires,4 y 5 estrellas,161908272,
2018-12,Buenos Aires,Para Hoteles,105144592,
2018-12,CABA,1 y 2 estrellas,54560871,
2018-12,CABA,3 estrellas/boutiques/aparts,383833606,
2018-12,CABA,4 y 5 estrellas,1459713348,
2018-12,CABA,Para Hoteles,40471330,
2018-12,Córdoba,1 y 2 estrellas,55904130,
2018-12,Córdoba,3 estrellas/boutiques/aparts,89621344,
2018-12,Córdoba,4 y 5 estrellas,53968685,
2018-12,Córdoba,Para Hoteles,96143278,
2018-12,Cuyo,1 y 2 estrellas,20661181,
2018-12,Cuyo,3 estrellas/boutiques/aparts,97591235,
2018-12,Cuyo,4 y 5 estrellas,321269513,
2018-12,Cuyo,Para Hoteles,16421700,
2018-12,Litoral,1 y 2 estrellas,26366998,
2018-12,Litoral,3 estrellas/boutiques/aparts,119139477,
2018-12,Litoral,4 y 5 estrellas,599365855,
2018-12,Litoral,Para Hoteles,69121657,
2018-12,Norte,1 y 2 estrellas,18800973,
2018-12,Norte,3 estrellas/boutiques/aparts,60515514,
2018-12,Norte,4 y 5 estrellas,187294416,
2018-12,Norte,Para Hoteles,28813187,
2018-12,Patagonia,1 y 2 estrellas,101018895,
2018-12,Patagonia,3 estrellas/boutiques/aparts,271693574,
2018-12,Patagonia,4 y 5 estrellas,697740220,
2018-12,Patagonia,Para Hoteles,183414894,
2019-01,Buenos Aires,1 y 2 estrellas,204127746,
2019-01,Buenos Aires,3 estrellas/boutiques/aparts,551311715,
2019-01,Buenos Aires,4 y 5 estrellas,349328322,
2019-01,Buenos Aires,Para Hoteles,364629025,
2019-01,CABA,1 y 2 estrellas,52770214,
2019-01,CABA,3 estrellas/boutiques/aparts,324544296,
2019-01,CABA,4 y 5 estrellas,1249054628,
2019-01,CABA,Para Hoteles,50449448,
2019-01,Córdoba,1 y 2 estrellas,160230192,
2019-01,Córdoba,3 estrellas/boutiques/aparts,195654790,
2019-01,Córdoba,4 y 5 estrellas,96085295,
2019-01,Córdoba,Para Hoteles,306372791,
2019-01,Cuyo,1 y 2 estrellas,50851333,
2019-01,Cuyo,3 estrellas/boutiques/aparts,154656383,
2019-01,Cuyo,4 y 5 estrellas,425842118,
2019-01,Cuyo,Para Hoteles,50759124,
2019-01,Litoral,1 y 2 estrellas,35361474,
2019-01,Litoral,3 estrellas/boutiques/aparts,127785015,
2019-01,Litoral,4 y 5 estrellas,790698820,
2019-01,Litoral,Para Hoteles,96480441,
2019-01,Norte,1 y 2 estrellas,35451182,
2019-01,Norte,3 estrellas/boutiques/aparts,96973150,
2019-01,Norte,4 y 5 estrellas,200398380,
2019-01,Norte,Para Hoteles,65714660,
2019-01,Patagonia,1 y 2 estrellas,148375369,
2019-01,Patagonia,3 estrellas/boutiques/aparts,577345523,
2019-01,Patagonia,4 y 5 estrellas,892238140,
2019-01,Patagonia,Para Hoteles,357303229,
2019-02,Buenos Aires,1 y 2 estrellas,152619851,
2019-02,Buenos Aires,3 estrellas/boutiques/aparts,435222332,
2019-02,Buenos Aires,4 y 5 estrellas,275239118,
2019-02,Buenos Aires,Para Hoteles,284567101,
2019-02,CABA,1 y 2 estrellas,90050502,
2019-02,CABA,3 estrellas/boutiques/aparts,312629959,
2019-02,CABA,4 y 5 estrellas,1358389614,
2019-02,CABA,Para Hoteles,51872613,
2019-02,Córdoba,1 y 2 estrellas,142076026,
2019-02,Córdoba,3 estrellas/boutiques/aparts,186340026,
2019-02,Córdoba,4 y 5 estrellas,88469569,
2019-02,Córdoba,Para Hoteles,258979133,
2019-02,Cuyo,1 y 2 estrellas,50056347,
2019-02,Cuyo,3 estrellas/boutiques/aparts,150093256,
2019-02,Cuyo,4 y 5 estrellas,365086841,
2019-02,Cuyo,Para Hoteles,37913353,
2019-02,Litoral,1 y 2 estrellas,36950997,
2019-02,Litoral,3 estrellas/boutiques/aparts,109059085,
2019-02,Litoral,4 y 5 estrellas,599175450,
2019-02,Litoral,Para Hoteles,76313720,
2019-02,Norte,1 y 2 estrellas,32879988,
2019-02,Norte,3 estrellas/boutiques/aparts,121496610,
2019-02,Norte,4 y 5 estrellas,193232246,
2019-02,Norte,Para Hoteles,44578985,
2019-02,Patagonia,1 y 2 estrellas,143261142,
2019-02,Patagonia,3 estrellas/boutiques/aparts,449482798,
2019-02,Patagonia,4 y 5 estrellas,768084440,
2019-02,Patagonia,Para Hoteles,275187302,
2019-03,Buenos Aires,1 y 2 estrellas,48695117,
2019-03,Buenos Aires,3 estrellas/boutiques/aparts,182864945,
2019-03,Buenos Aires,4 y 5 estrellas,211771924,
2019-03,Buenos Aires,Para Hoteles,110404687,
2019-03,CABA,1 y 2 estrellas,56047254,
2019-03,CABA,3 estrellas/boutiques/aparts,400895124,
2019-03,CABA,4 y 5 estrellas,1782319265,
2019-03,CABA,Para Hoteles,60229322,
2019-03,Córdoba,1 y 2 estrellas,87034722,
2019-03,Córdoba,3 estrellas/boutiques/aparts,143115268,
2019-03,Córdoba,4 y 5 estrellas,77896349,
2019-03,Córdoba,Para Hoteles,151476075,
2019-03,Cuyo,1 y 2 estrellas,52846758,
2019-03,Cuyo,3 estrellas/boutiques/aparts,149011543,
2019-03,Cuyo,4 y 5 estrellas,392055707,
2019-03,Cuyo,Para Hoteles,28911109,
2019-03,Litoral,1 y 2 estrellas,29714663,
2019-03,Litoral,3 estrellas/boutiques/aparts,128785294,
2019-03,Litoral,4 y 5 estrellas,767733807,
2019-03,Litoral,Para Hoteles,82417924,
2019-03,Norte,1 y 2 estrellas,48680460,
2019-03,Norte,3 estrellas/boutiques/aparts,160812186,
2019-03,Norte,4 y 5 estrellas,266803835,
2019-03,Norte,Para Hoteles,45564979,
2019-03,Patagonia,1 y 2 estrellas,102117697,
2019-03,Patagonia,3 estrellas/boutiques/aparts,414669535,
2019-03,Patagonia,4 y 5 estrellas,681223847,
2019-03,Patagonia,Para Hoteles,170684312,
2019-04,Buenos Aires,1 y 2 estrellas,21228520,
2019-04,Buenos Aires,3 estrellas/boutiques/aparts,91508499,
2019-04,Buenos Aires,4 y 5 estrellas,144249071,
2019-04,Buenos Aires,Para Hoteles,82008292,
2019-04,CABA,1 y 2 estrellas,57191586,
2019-04,CABA,3 estrellas/boutiques/aparts,400919761,
2019-04,CABA,4 y 5 estrellas,1604896257,
2019-04,CABA,Para Hoteles,56960002,
2019-04,Córdoba,1 y 2 estrellas,65470865,
2019-04,Córdoba,3 estrellas/boutiques/aparts,125629506,
2019-04,Córdoba,4 y 5 estrellas,67040972,
2019-04,Córdoba,Para Hoteles,99728016,
2019-04,Cuyo,1 y 2 estrellas,36372428,
2019-04,Cuyo,3 estrellas/boutiques/aparts,118119861,
2019-04,Cuyo,4 y 5 estrellas,454801663,
2019-04,Cuyo,Para Hoteles,20641333,
2019-04,Litoral,1 y 2 estrellas,30247781,
2019-04,Litoral,3 estrellas/boutiques/aparts,123746645,
2019-04,Litoral,4 y 5 estrellas,703994213,
2019-04,Litoral,Para Hoteles,64851063,
2019-04,Norte,1 y 2 estrellas,46991286,
2019-04,Norte,3 estrellas/boutiques/aparts,161362785,
2019-04,Norte,4 y 5 estrellas,264433094,
2019-04,Norte,Para Hoteles,45255819,
2019-04,Patagonia,1 y 2 estrellas,73665456,
2019-04,Patagonia,3 estrellas/boutiques/aparts,270987709,
2019-04,Patagonia,4 y 5 estrellas,504081537,
2019-04,Patagonia,Para Hoteles,108014357,
2019-05,Buenos Aires,1 y 2 estrellas,11130462,
2019-05,Buenos Aires,3 estrellas/boutiques/aparts,46545319,
2019-05,Buenos Aires,4 y 5 estrellas,75735269,
2019-05,Buenos Aires,Para Hoteles,39297558,
2019-05,CABA,1 y 2 estrellas,57490138,
2019-05,CABA,3 estrellas/boutiques/aparts,363296876,
2019-05,CABA,4 y 5 estrellas,1672043003,
2019-05,CABA,Para Hoteles,69417670,
2019-05,Córdoba,1 y 2 estrellas,50300314,
2019-05,Córdoba,3 estrellas/boutiques/aparts,91174771,
2019-05,Córdoba,4 y 5 estrellas,63322094,
2019-05,Córdoba,Para Hoteles,47716941,
2019-05,Cuyo,1 y 2 estrellas,39088876,
2019-05,Cuyo,3 estrellas/boutiques/aparts,115207624,
2019-05,Cuyo,4 y 5 estrellas,583376023,
2019-05,Cuyo,Para Hoteles,14143602,
2019-05,Litoral,1 y 2 estrellas,31313543,
2019-05,Litoral,3 estrellas/boutiques/aparts,123325455,
2019-05,Litoral,4 y 5 estrellas,709792271,
2019-05,Litoral,Para Hoteles,46958874,
2019-05,Norte,1 y 2 estrellas,54551742,
2019-05,Norte,3 estrellas/boutiques/aparts,162760592,
2019-05,Norte,4 y 5 estrellas,282688469,
2019-05,Norte,Para Hoteles,37921562,
2019-05,Patagonia,1 y 2 estrellas,58374265,
2019-05,Patagonia,3 estrellas/boutiques/aparts,222279190,
2019-05,Patagonia,4 y 5 estrellas,387532546,
2019-05,Patagonia,Para Hoteles,58651546,
2019-06,Buenos Aires,1 y 2 estrellas,12377576,
2019-06,Buenos Aires,3 estrellas/boutiques/aparts,52882902,
2019-06,Buenos Aires,4 y 5 estrellas,86770339,
2019-06,Buenos Aires,Para Hoteles,36899371,
2019-06,CABA,1 y 2 estrellas,57149987,
2019-06,CABA,3 estrellas/boutiques/aparts,356351481,
2019-06,CABA,4 y 5 estrellas,1355604913,
2019-06,CABA,Para Hoteles,78773041,
2019-06,Córdoba,1 y 2 estrellas,41804233,
2019-06,Córdoba,3 estrellas/boutiques/aparts,95405721,
2019-06,Córdoba,4 y 5 estrellas,65185696,
2019-06,Córdoba,Para Hoteles,54232003,
2019-06,Cuyo,1 y 2 estrellas,41213757,
2019-06,Cuyo,3 estrellas/boutiques/aparts,112134478,
2019-06,Cuyo,4 y 5 estrellas,426643747,
2019-06,Cuyo,Para Hoteles,15432601,
2019-06,Litoral,1 y 2 estrellas,30083372,
2019-06,Litoral,3 estrellas/boutiques/aparts,130974454,
2019-06,Litoral,4 y 5 estrellas,731709864,
2019-06,Litoral,Para Hoteles,45480621,
2019-06,Norte,1 y 2 estrellas,54786316,
2019-06,Norte,3 estrellas/boutiques/aparts,162853716,
2019-06,Norte,4 y 5 estrellas,305207248,
2019-06,Norte,Para Hoteles,38590499,
2019-06,Patagonia,1 y 2 estrellas,77674247,
2019-06,Patagonia,3 estrellas/boutiques/aparts,233770807,
2019-06,Patagonia,4 y 5 estrellas,418700590,
2019-06,Patagonia,Para Hoteles,86232555,
2019-07,Buenos Aires,1 y 2 estrellas,20197146,
2019-07,Buenos Aires,3 estrellas/boutiques/aparts,116561034,
2019-07,Buenos Aires,4 y 5 estrellas,143025818,
2019-07,Buenos Aires,Para Hoteles,66897780,
2019-07,CABA,1 y 2 estrellas,80043238,
2019-07,CABA,3 estrellas/boutiques/aparts,443232933,
2019-07,CABA,4 y 5 estrellas,1418343504,
2019-07,CABA,Para Hoteles,89607064,
2019-07,Córdoba,1 y 2 estrellas,86960598,
2019-07,Córdoba,3 estrellas/boutiques/aparts,196757286,
2019-07,Córdoba,4 y 5 estrellas,99117329,
2019-07,Córdoba,Para Hoteles,181781245,
2019-07,Cuyo,1 y 2 estrellas,78915900,
2019-07,Cuyo,3 estrellas/boutiques/aparts,215153648,
2019-07,Cuyo,4 y 5 estrellas,538767142,
2019-07,Cuyo,Para Hoteles,45326438,
2019-07,Litoral,1 y 2 estrellas,45517366,
2019-07,Litoral,3 estrellas/boutiques/aparts,152240111,
2019-07,Litoral,4 y 5 estrellas,955781751,
2019-07,Litoral,Para Hoteles,84199933,
2019-07,Norte,1 y 2 estrellas,118191185,
2019-07,Norte,3 estrellas/boutiques/aparts,269749529,
2019-07,Norte,4 y 5 estrellas,461660029,
2019-07,Norte,Para Hoteles,95556627,
2019-07,Patagonia,1 y 2 estrellas,172112438,
2019-07,Patagonia,3 estrellas/boutiques/aparts,526611700,
2019-07,Patagonia,4 y 5 estrellas,916415478,
2019-07,Patagonia,Para Hoteles,285804947,
2019-08,Buenos Aires,1 y 2 estrellas,16005871,
2019-08,Buenos Aires,3 estrellas/boutiques/aparts,71113751,
2019-08,Buenos Aires,4 y 5 estrellas,124592891,
2019-08,Buenos Aires,Para Hoteles,61961678,
2019-08,CABA,1 y 2 estrellas,65904543,
2019-08,CABA,3 estrellas/boutiques/aparts,464483132,
2019-08,CABA,4 y 5 estrellas,1638667875,
2019-08,CABA,Para Hoteles,76426545,
2019-08,Córdoba,1 y 2 estrellas,54523244,
2019-08,Córdoba,3 estrellas/boutiques/aparts,122145998,
2019-08,Córdoba,4 y 5 estrellas,76820562,
2019-08,Córdoba,Para Hoteles,74782831,
2019-08,Cuyo,1 y 2 estrellas,54736385,
