indice_tiempo,region_de_destino,categoria_del_hotel,puestos_de_trabajo_equivalentes,observaciones
2015-03,CABA,1 y 2 estrellas,933,
2015-03,CABA,3 estrellas/boutiques/aparts,3593,
2015-03,CABA,4 y 5 estrellas,8384,
2015-03,CABA,Para Hoteles,1629,
2015-03,Córdoba,1 y 2 estrellas,1160,
2015-03,Córdoba,3 estrellas/boutiques/aparts,1194,
2015-03,Córdoba,4 y 5 estrellas,899,
2015-03,Córdoba,Para Hoteles,1764,
2015-03,Cuyo,1 y 2 estrellas,964,
2015-03,Cuyo,3 estrellas/boutiques/aparts,1978,
2015-03,Cuyo,4 y 5 estrellas,2839,
2015-03,Cuyo,Para Hoteles,798,
2015-03,Litoral,1 y 2 estrellas,826,
2015-03,Litoral,3 estrellas/boutiques/aparts,1814,
2015-03,Litoral,4 y 5 estrellas,3581,
2015-03,Litoral,Para Hoteles,1163,
2015-03,Norte,1 y 2 estrellas,757,
2015-03,Norte,3 estrellas/boutiques/aparts,1747,
2015-03,Norte,4 y 5 estrellas,2235,
2015-03,Norte,Para Hoteles,1223,
2015-03,Patagonia,1 y 2 estrellas,1563,
2015-03,Patagonia,3 estrellas/boutiques/aparts,2894,
2015-03,Patagonia,4 y 5 estrellas,3754,
2015-03,Patagonia,Para Hoteles,2196,
2015-04,Buenos Aires,1 y 2 estrellas,689,
2015-04,Buenos Aires,3 estrellas/boutiques/aparts,1706,
2015-04,Buenos Aires,4 y 5 estrellas,1684,
2015-04,Buenos Aires,Para Hoteles,1847,
2015-04,CABA,1 y 2 estrellas,915,
2015-04,CABA,3 estrellas/boutiques/aparts,3541,
2015-04,CABA,4 y 5 estrellas,8284,
2015-04,CABA,Para Hoteles,1650,
2015-04,Córdoba,1 y 2 estrellas,985,
2015-04,Córdoba,3 estrellas/boutiques/aparts,1159,
2015-04,Córdoba,4 y 5 estrellas,879,
2015-04,Córdoba,Para Hoteles,1570,
2015-04,Cuyo,1 y 2 estrellas,958,
2015-04,Cuyo,3 estrellas/boutiques/aparts,1938,
2015-04,Cuyo,4 y 5 estrellas,2860,
2015-04,Cuyo,Para Hoteles,762,
2015-04,Litoral,1 y 2 estrellas,809,
2015-04,Litoral,3 estrellas/boutiques/aparts,1809,
2015-04,Litoral,4 y 5 estrellas,3962,
2015-04,Litoral,Para Hoteles,1147,
2015-04,Norte,1 y 2 estrellas,838,
2015-04,Norte,3 estrellas/boutiques/aparts,1806,
2015-04,Norte,4 y 5 estrellas,2249,
2015-04,Norte,Para Hoteles,1225,
2015-04,Patagonia,1 y 2 estrellas,1371,
2015-04,Patagonia,3 estrellas/boutiques/aparts,2579,
2015-04,Patagonia,4 y 5 estrellas,3569,
2015-04,Patagonia,Para Hoteles,1693,
2015-05,Buenos Aires,1 y 2 estrellas,474,
2015-05,Buenos Aires,3 estrellas/boutiques/aparts,1532,
2015-05,Buenos Aires,4 y 5 estrellas,1342,
2015-05,Buenos Aires,Para Hoteles,1576,
2015-05,CABA,1 y 2 estrellas,911,
2015-05,CABA,3 estrellas/boutiques/aparts,3593,
2015-05,CABA,4 y 5 estrellas,8459,
2015-05,CABA,Para Hoteles,1608,
2015-05,Córdoba,1 y 2 estrellas,802,
2015-05,Córdoba,3 estrellas/boutiques/aparts,1128,
2015-05,Córdoba,4 y 5 estrellas,912,
2015-05,Córdoba,Para Hoteles,1512,
2015-05,Cuyo,1 y 2 estrellas,935,
2015-05,Cuyo,3 estrellas/boutiques/aparts,1843,
2015-05,Cuyo,4 y 5 estrellas,2688,
2015-05,Cuyo,Para Hoteles,776,
2015-05,Litoral,1 y 2 estrellas,826,
2015-05,Litoral,3 estrellas/boutiques/aparts,1768,
2015-05,Litoral,4 y 5 estrellas,3526,
2015-05,Litoral,Para Hoteles,1095,
2015-05,Norte,1 y 2 estrellas,862,
2015-05,Norte,3 estrellas/boutiques/aparts,1808,
2015-05,Norte,4 y 5 estrellas,2245,
2015-05,Norte,Para Hoteles,1132,
2015-05,Patagonia,1 y 2 estrellas,1111,
2015-05,Patagonia,3 estrellas/boutiques/aparts,2277,
2015-05,Patagonia,4 y 5 estrellas,2845,
2015-05,Patagonia,Para Hoteles,1186,
2015-06,Buenos Aires,1 y 2 estrellas,444,
2015-06,Buenos Aires,3 estrellas/boutiques/aparts,1405,
2015-06,Buenos Aires,4 y 5 estrellas,1335,
2015-06,Buenos Aires,Para Hoteles,1329,
2015-06,CABA,1 y 2 estrellas,926,
2015-06,CABA,3 estrellas/boutiques/aparts,3551,
2015-06,CABA,4 y 5 estrellas,8292,
2015-06,CABA,Para Hoteles,1643,
2015-06,Córdoba,1 y 2 estrellas,824,
2015-06,Córdoba,3 estrellas/boutiques/aparts,1094,
2015-06,Córdoba,4 y 5 estrellas,903,
2015-06,Córdoba,Para Hoteles,1410,
2015-06,Cuyo,1 y 2 estrellas,916,
2015-06,Cuyo,3 estrellas/boutiques/aparts,1957,
2015-06,Cuyo,4 y 5 estrellas,2773,
2015-06,Cuyo,Para Hoteles,765,
2015-06,Litoral,1 y 2 estrellas,839,
2015-06,Litoral,3 estrellas/boutiques/aparts,1816,
2015-06,Litoral,4 y 5 estrellas,3515,
2015-06,Litoral,Para Hoteles,994,
2015-06,Norte,1 y 2 estrellas,922,
2015-06,Norte,3 estrellas/boutiques/aparts,1804,
2015-06,Norte,4 y 5 estrellas,2275,
2015-06,Norte,Para Hoteles,1115,
2015-06,Patagonia,1 y 2 estrellas,1189,
2015-06,Patagonia,3 estrellas/boutiques/aparts,2326,
2015-06,Patagonia,4 y 5 estrellas,2907,
2015-06,Patagonia,Para Hoteles,1301,
2015-07,Buenos Aires,1 y 2 estrellas,532,
2015-07,Buenos Aires,3 estrellas/boutiques/aparts,1575,
2015-07,Buenos Aires,4 y 5 estrellas,1383,
2015-07,Buenos Aires,Para Hoteles,1689,
2015-07,CABA,1 y 2 estrellas,911,
2015-07,CABA,3 estrellas/boutiques/aparts,3569,
2015-07,CABA,4 y 5 estrellas,8290,
2015-07,CABA,Para Hoteles,1602,
2015-07,Córdoba,1 y 2 estrellas,1008,
2015-07,Córdoba,3 estrellas/boutiques/aparts,1190,
2015-07,Córdoba,4 y 5 estrellas,901,
2015-07,Córdoba,Para Hoteles,1619,
2015-07,Cuyo,1 y 2 estrellas,990,
2015-07,Cuyo,3 estrellas/boutiques/aparts,1748,
2015-07,Cuyo,4 y 5 estrellas,2893,
2015-07,Cuyo,Para Hoteles,853,
2015-07,Litoral,1 y 2 estrellas,852,
2015-07,Litoral,3 estrellas/boutiques/aparts,1807,
2015-07,Litoral,4 y 5 estrellas,3626,
2015-07,Litoral,Para Hoteles,1144,
2015-07,Norte,1 y 2 estrellas,1141,
2015-07,Norte,3 estrellas/boutiques/aparts,1814,
2015-07,Norte,4 y 5 estrellas,2314,
2015-07,Norte,Para Hoteles,1408,
2015-07,Patagonia,1 y 2 estrellas,1717,
2015-07,Patagonia,3 estrellas/boutiques/aparts,2583,
2015-07,Patagonia,4 y 5 estrellas,3290,
2015-07,Patagonia,Para Hoteles,1870,
2015-08,Buenos Aires,1 y 2 estrellas,514,
2015-08,Buenos Aires,3 estrellas/boutiques/aparts,1645,
2015-08,Buenos Aires,4 y 5 estrellas,1430,
2015-08,Buenos Aires,Para Hoteles,1744,
2015-08,CABA,1 y 2 estrellas,900,
2015-08,CABA,3 estrellas/boutiques/aparts,3519,
2015-08,CABA,4 y 5 estrellas,8336,
2015-08,CABA,Para Hoteles,1622,
2015-08,Córdoba,1 y 2 estrellas,949,
2015-08,Córdoba,3 estrellas/boutiques/aparts,1164,
2015-08,Córdoba,4 y 5 estrellas,909,
2015-08,Córdoba,Para Hoteles,1375,
2015-08,Cuyo,1 y 2 estrellas,955,
2015-08,Cuyo,3 estrellas/boutiques/aparts,1594,
2015-08,Cuyo,4 y 5 estrellas,2834,
2015-08,Cuyo,Para Hoteles,787,
2015-08,Litoral,1 y 2 estrellas,852,
2015-08,Litoral,3 estrellas/boutiques/aparts,1779,
2015-08,Litoral,4 y 5 estrellas,3691,
2015-08,Litoral,Para Hoteles,1092,
2015-08,Norte,1 y 2 estrellas,1142,
2015-08,Norte,3 estrellas/boutiques/aparts,1899,
2015-08,Norte,4 y 5 estrellas,2288,
2015-08,Norte,Para Hoteles,1258,
2015-08,Patagonia,1 y 2 estrellas,1743,
2015-08,Patagonia,3 estrellas/boutiques/aparts,2621,
2015-08,Patagonia,4 y 5 estrellas,3482,
2015-08,Patagonia,Para Hoteles,1816,
2015-09,Buenos Aires,1 y 2 estrellas,506,
2015-09,Buenos Aires,3 estrellas/boutiques/aparts,1697,
2015-09,Buenos Aires,4 y 5 estrellas,1399,
2015-09,Buenos Aires,Para Hoteles,1542,
2015-09,CABA,1 y 2 estrellas,896,
2015-09,CABA,3 estrellas/boutiques/aparts,3535,
2015-09,CABA,4 y 5 estrellas,8308,
2015-09,CABA,Para Hoteles,1617,
2015-09,Córdoba,1 y 2 estrellas,902,
2015-09,Córdoba,3 estrellas/boutiques/aparts,1103,
2015-09,Córdoba,4 y 5 estrellas,964,
2015-09,Córdoba,Para Hoteles,1531,
2015-09,Cuyo,1 y 2 estrellas,979,
2015-09,Cuyo,3 estrellas/boutiques/aparts,1943,
2015-09,Cuyo,4 y 5 estrellas,2670,
2015-09,Cuyo,Para Hoteles,778,
2015-09,Litoral,1 y 2 estrellas,852,
2015-09,Litoral,3 estrellas/boutiques/aparts,1848,
2015-09,Litoral,4 y 5 estrellas,3756,
2015-09,Litoral,Para Hoteles,1132,
2015-09,Norte,1 y 2 estrellas,1063,
2015-09,Norte,3 estrellas/boutiques/aparts,1802,
2015-09,Norte,4 y 5 estrellas,2304,
2015-09,Norte,Para Hoteles,1296,
2015-09,Patagonia,1 y 2 estrellas,1656,
2015-09,Patagonia,3 estrellas/boutiques/aparts,2692,
2015-09,Patagonia,4 y 5 estrellas,3515,
2015-09,Patagonia,Para Hoteles,1758,
2015-10,Buenos Aires,1 y 2 estrellas,537,
2015-10,Buenos Aires,3 estrellas/boutiques/aparts,1777,
2015-10,Buenos Aires,4 y 5 estrellas,1480,
2015-10,Buenos Aires,Para Hoteles,1818,
2015-10,CABA,1 y 2 estrellas,892,
2015-10,CABA,3 estrellas/boutiques/aparts,3567,
2015-10,CABA,4 y 5 estrellas,8323,
2015-10,CABA,Para Hoteles,1567,
2015-10,Córdoba,1 y 2 estrellas,1005,
2015-10,Córdoba,3 estrellas/boutiques/aparts,1110,
2015-10,Córdoba,4 y 5 estrellas,960,
2015-10,Córdoba,Para Hoteles,1464,
2015-10,Cuyo,1 y 2 estrellas,897,
2015-10,Cuyo,3 estrellas/boutiques/aparts,1762,
2015-10,Cuyo,4 y 5 estrellas,2742,
2015-10,Cuyo,Para Hoteles,777,
2015-10,Litoral,1 y 2 estrellas,816,
2015-10,Litoral,3 estrellas/boutiques/aparts,1789,
2015-10,Litoral,4 y 5 estrellas,3768,
2015-10,Litoral,Para Hoteles,1083,
2015-10,Norte,1 y 2 estrellas,868,
2015-10,Norte,3 estrellas/boutiques/aparts,1704,
2015-10,Norte,4 y 5 estrellas,2263,
2015-10,Norte,Para Hoteles,1187,
2015-10,Patagonia,1 y 2 estrellas,1632,
2015-10,Patagonia,3 estrellas/boutiques/aparts,2626,
2015-10,Patagonia,4 y 5 estrellas,3667,
2015-10,Patagonia,Para Hoteles,1718,
2015-11,Buenos Aires,1 y 2 estrellas,527,
2015-11,Buenos Aires,3 estrellas/boutiques/aparts,1847,
2015-11,Buenos Aires,4 y 5 estrellas,1497,
2015-11,Buenos Aires,Para Hoteles,1843,
2015-11,CABA,1 y 2 estrellas,905,
2015-11,CABA,3 estrellas/boutiques/aparts,3569,
2015-11,CABA,4 y 5 estrellas,8382,
2015-11,CABA,Para Hoteles,2987,
2015-11,Córdoba,1 y 2 estrellas,977,
2015-11,Córdoba,3 estrellas/boutiques/aparts,1140,
2015-11,Córdoba,4 y 5 estrellas,955,
2015-11,Córdoba,Para Hoteles,1430,
2015-11,Cuyo,1 y 2 estrellas,918,
2015-11,Cuyo,3 estrellas/boutiques/aparts,1855,
2015-11,Cuyo,4 y 5 estrellas,2660,
2015-11,Cuyo,Para Hoteles,770,
2015-11,Litoral,1 y 2 estrellas,825,
2015-11,Litoral,3 estrellas/boutiques/aparts,1739,
2015-11,Litoral,4 y 5 estrellas,3704,
2015-11,Litoral,Para Hoteles,1118,
2015-11,Norte,1 y 2 estrellas,761,
2015-11,Norte,3 estrellas/boutiques/aparts,1590,
2015-11,Norte,4 y 5 estrellas,2232,
2015-11,Norte,Para Hoteles,1174,
2015-11,Patagonia,1 y 2 estrellas,1424,
2015-11,Patagonia,3 estrellas/boutiques/aparts,2565,
2015-11,Patagonia,4 y 5 estrellas,3738,
2015-11,Patagonia,Para Hoteles,1856,
2015-12,Buenos Aires,1 y 2 estrellas,789,
2015-12,Buenos Aires,3 estrellas/boutiques/aparts,2354,
2015-12,Buenos Aires,4 y 5 estrellas,1748,
2015-12,Buenos Aires,Para Hoteles,2197,
2015-12,CABA,1 y 2 estrellas,934,
2015-12,CABA,3 estrellas/boutiques/aparts,3565,
2015-12,CABA,4 y 5 estrellas,8399,
2015-12,CABA,Para Hoteles,1570,
2015-12,Córdoba,1 y 2 estrellas,1021,
2015-12,Córdoba,3 estrellas/boutiques/aparts,1182,
2015-12,Córdoba,4 y 5 estrellas,967,
2015-12,Córdoba,Para Hoteles,1564,
2015-12,Cuyo,1 y 2 estrellas,875,
2015-12,Cuyo,3 estrellas/boutiques/aparts,1832,
2015-12,Cuyo,4 y 5 estrellas,2723,
2015-12,Cuyo,Para Hoteles,763,
2015-12,Litoral,1 y 2 estrellas,785,
2015-12,Litoral,3 estrellas/boutiques/aparts,1765,
2015-12,Litoral,4 y 5 estrellas,3789,
2015-12,Litoral,Para Hoteles,1097,
2015-12,Norte,1 y 2 estrellas,701,
2015-12,Norte,3 estrellas/boutiques/aparts,1440,
2015-12,Norte,4 y 5 estrellas,2064,
2015-12,Norte,Para Hoteles,1211,
2015-12,Patagonia,1 y 2 estrellas,1648,
2015-12,Patagonia,3 estrellas/boutiques/aparts,2772,
2015-12,Patagonia,4 y 5 estrellas,3786,
2015-12,Patagonia,Para Hoteles,2027,
2016-01,Buenos Aires,1 y 2 estrellas,2063,
2016-01,Buenos Aires,3 estrellas/boutiques/aparts,3456,
2016-01,Buenos Aires,4 y 5 estrellas,2063,
2016-01,Buenos Aires,Para Hoteles,3711,
2016-01,CABA,1 y 2 estrellas,959,
2016-01,CABA,3 estrellas/boutiques/aparts,3526,
2016-01,CABA,4 y 5 estrellas,8065,
2016-01,CABA,Para Hoteles,1412,
2016-01,Córdoba,1 y 2 estrellas,1579,
2016-01,Córdoba,3 estrellas/boutiques/aparts,1391,
2016-01,Córdoba,4 y 5 estrellas,974,
2016-01,Córdoba,Para Hoteles,2173,
2016-01,Cuyo,1 y 2 estrellas,932,
2016-01,Cuyo,3 estrellas/boutiques/aparts,1941,
2016-01,Cuyo,4 y 5 estrellas,2777,
2016-01,Cuyo,Para Hoteles,872,
2016-01,Litoral,1 y 2 estrellas,816,
2016-01,Litoral,3 estrellas/boutiques/aparts,1842,
2016-01,Litoral,4 y 5 estrellas,3678,
2016-01,Litoral,Para Hoteles,1254,
2016-01,Norte,1 y 2 estrellas,840,
2016-01,Norte,3 estrellas/boutiques/aparts,1670,
2016-01,Norte,4 y 5 estrellas,2179,
2016-01,Norte,Para Hoteles,2424,
2016-01,Patagonia,1 y 2 estrellas,1727,
2016-01,Patagonia,3 estrellas/boutiques/aparts,2909,
2016-01,Patagonia,4 y 5 estrellas,4197,
2016-01,Patagonia,Para Hoteles,2725,
2016-02,Buenos Aires,1 y 2 estrellas,2011,
2016-02,Buenos Aires,3 estrellas/boutiques/aparts,3178,
2016-02,Buenos Aires,4 y 5 estrellas,1900,
2016-02,Buenos Aires,Para Hoteles,3424,
2016-02,CABA,1 y 2 estrellas,945,
2016-02,CABA,3 estrellas/boutiques/aparts,3534,
2016-02,CABA,4 y 5 estrellas,8217,
2016-02,CABA,Para Hoteles,1454,
2016-02,Córdoba,1 y 2 estrellas,1530,
2016-02,Córdoba,3 estrellas/boutiques/aparts,1431,
2016-02,Córdoba,4 y 5 estrellas,949,
2016-02,Córdoba,Para Hoteles,2098,
2016-02,Cuyo,1 y 2 estrellas,940,
2016-02,Cuyo,3 estrellas/boutiques/aparts,1851,
2016-02,Cuyo,4 y 5 estrellas,2759,
2016-02,Cuyo,Para Hoteles,846,
2016-02,Litoral,1 y 2 estrellas,782,
2016-02,Litoral,3 estrellas/boutiques/aparts,1888,
2016-02,Litoral,4 y 5 estrellas,3700,
2016-02,Litoral,Para Hoteles,1469,
2016-02,Norte,1 y 2 estrellas,821,
2016-02,Norte,3 estrellas/boutiques/aparts,1680,
2016-02,Norte,4 y 5 estrellas,2193,
2016-02,Norte,Para Hoteles,1485,
2016-02,Patagonia,1 y 2 estrellas,1717,
2016-02,Patagonia,3 estrellas/boutiques/aparts,2887,
2016-02,Patagonia,4 y 5 estrellas,4244,
2016-02,Patagonia,Para Hoteles,2764,
2016-03,Buenos Aires,1 y 2 estrellas,1114,
2016-03,Buenos Aires,3 estrellas/boutiques/aparts,2360,
2016-03,Buenos Aires,4 y 5 estrellas,1633,
2016-03,Buenos Aires,Para Hoteles,2539,
2016-03,CABA,1 y 2 estrellas,894,
2016-03,CABA,3 estrellas/boutiques/aparts,3489,
2016-03,CABA,4 y 5 estrellas,8404,
2016-03,CABA,Para Hoteles,1480,
2016-03,Córdoba,1 y 2 estrellas,1248,
2016-03,Córdoba,3 estrellas/boutiques/aparts,1332,
2016-03,Córdoba,4 y 5 estrellas,909,
2016-03,Córdoba,Para Hoteles,1681,
2016-03,Cuyo,1 y 2 estrellas,927,
2016-03,Cuyo,3 estrellas/boutiques/aparts,1756,
2016-03,Cuyo,4 y 5 estrellas,2631,
2016-03,Cuyo,Para Hoteles,765,
2016-03,Litoral,1 y 2 estrellas,776,
2016-03,Litoral,3 estrellas/boutiques/aparts,1891,
2016-03,Litoral,4 y 5 estrellas,3517,
2016-03,Litoral,Para Hoteles,1267,
2016-03,Norte,1 y 2 estrellas,828,
2016-03,Norte,3 estrellas/boutiques/aparts,1801,
2016-03,Norte,4 y 5 estrellas,2166,
2016-03,Norte,Para Hoteles,1382,
2016-03,Patagonia,1 y 2 estrellas,1279,
2016-03,Patagonia,3 estrellas/boutiques/aparts,2746,
2016-03,Patagonia,4 y 5 estrellas,3978,
2016-03,Patagonia,Para Hoteles,2204,
2016-04,Buenos Aires,1 y 2 estrellas,511,
2016-04,Buenos Aires,3 estrellas/boutiques/aparts,1624,
2016-04,Buenos Aires,4 y 5 estrellas,1584,
2016-04,Buenos Aires,Para Hoteles,1502,
2016-04,CABA,1 y 2 estrellas,854,
2016-04,CABA,3 estrellas/boutiques/aparts,3584,
2016-04,CABA,4 y 5 estrellas,8442,
2016-04,CABA,Para Hoteles,1439,
2016-04,Córdoba,1 y 2 estrellas,906,
2016-04,Córdoba,3 estrellas/boutiques/aparts,1321,
2016-04,Córdoba,4 y 5 estrellas,894,
2016-04,Córdoba,Para Hoteles,1426,
2016-04,Cuyo,1 y 2 estrellas,823,
2016-04,Cuyo,3 estrellas/boutiques/aparts,1819,
2016-04,Cuyo,4 y 5 estrellas,2609,
2016-04,Cuyo,Para Hoteles,764,
2016-04,Litoral,1 y 2 estrellas,787,
2016-04,Litoral,3 estrellas/boutiques/aparts,1892,
2016-04,Litoral,4 y 5 estrellas,3477,
2016-04,Litoral,Para Hoteles,1203,
2016-04,Norte,1 y 2 estrellas,864,
2016-04,Norte,3 estrellas/boutiques/aparts,1736,
2016-04,Norte,4 y 5 estrellas,2173,
2016-04,Norte,Para Hoteles,1380,
2016-04,Patagonia,1 y 2 estrellas,1240,
2016-04,Patagonia,3 estrellas/boutiques/aparts,2534,
2016-04,Patagonia,4 y 5 estrellas,3601,
2016-04,Patagonia,Para Hoteles,1778,
2016-05,Buenos Aires,1 y 2 estrellas,434,
2016-05,Buenos Aires,3 estrellas/boutiques/aparts,1501,
2016-05,Buenos Aires,4 y 5 estrellas,1302,
2016-05,Buenos Aires,Para Hoteles,1174,
2016-05,CABA,1 y 2 estrellas,850,
2016-05,CABA,3 estrellas/boutiques/aparts,3581,
2016-05,CABA,4 y 5 estrellas,8278,
2016-05,CABA,Para Hoteles,1457,
2016-05,Córdoba,1 y 2 estrellas,884,
2016-05,Córdoba,3 estrellas/boutiques/aparts,1289,
2016-05,Córdoba,4 y 5 estrellas,903,
2016-05,Córdoba,Para Hoteles,1292,
2016-05,Cuyo,1 y 2 estrellas,797,
2016-05,Cuyo,3 estrellas/boutiques/aparts,1748,
2016-05,Cuyo,4 y 5 estrellas,2600,
2016-05,Cuyo,Para Hoteles,720,
2016-05,Litoral,1 y 2 estrellas,780,
2016-05,Litoral,3 estrellas/boutiques/aparts,1796,
2016-05,Litoral,4 y 5 estrellas,3553,
2016-05,Litoral,Para Hoteles,1201,
2016-05,Norte,1 y 2 estrellas,959,
2016-05,Norte,3 estrellas/boutiques/aparts,1729,
2016-05,Norte,4 y 5 estrellas,2230,
2016-05,Norte,Para Hoteles,1239,
2016-05,Patagonia,1 y 2 estrellas,1220,
2016-05,Patagonia,3 estrellas/boutiques/aparts,2099,
2016-05,Patagonia,4 y 5 estrellas,3325,
2016-05,Patagonia,Para Hoteles,1378,
2016-06,Buenos Aires,1 y 2 estrellas,459,
2016-06,Buenos Aires,3 estrellas/boutiques/aparts,1580,
2016-06,Buenos Aires,4 y 5 estrellas,1243,
2016-06,Buenos Aires,Para Hoteles,1208,
2016-06,CABA,1 y 2 estrellas,864,
2016-06,CABA,3 estrellas/boutiques/aparts,3533,
2016-06,CABA,4 y 5 estrellas,8321,
2016-06,CABA,Para Hoteles,1454,
2016-06,Córdoba,1 y 2 estrellas,983,
2016-06,Córdoba,3 estrellas/boutiques/aparts,1286,
2016-06,Córdoba,4 y 5 estrellas,881,
2016-06,Córdoba,Para Hoteles,1276,
2016-06,Cuyo,1 y 2 estrellas,804,
2016-06,Cuyo,3 estrellas/boutiques/aparts,1755,
2016-06,Cuyo,4 y 5 estrellas,2627,
2016-06,Cuyo,Para Hoteles,712,
2016-06,Litoral,1 y 2 estrellas,787,
2016-06,Litoral,3 estrellas/boutiques/aparts,1883,
2016-06,Litoral,4 y 5 estrellas,3489,
2016-06,Litoral,Para Hoteles,1187,
2016-06,Norte,1 y 2 estrellas,1041,
2016-06,Norte,3 estrellas/boutiques/aparts,1657,
2016-06,Norte,4 y 5 estrellas,2196,
2016-06,Norte,Para Hoteles,1264,
2016-06,Patagonia,1 y 2 estrellas,1167,
2016-06,Patagonia,3 estrellas/boutiques/aparts,2208,
2016-06,Patagonia,4 y 5 estrellas,2881,
2016-06,Patagonia,Para Hoteles,1549,
2016-07,Buenos Aires,1 y 2 estrellas,475,
2016-07,Buenos Aires,3 estrellas/boutiques/aparts,1692,
2016-07,Buenos Aires,4 y 5 estrellas,1290,
2016-07,Buenos Aires,Para Hoteles,1318,
2016-07,CABA,1 y 2 estrellas,859,
2016-07,CABA,3 estrellas/boutiques/aparts,3527,
2016-07,CABA,4 y 5 estrellas,8344,
2016-07,CABA,Para Hoteles,1440,
2016-07,Córdoba,1 y 2 estrellas,1076,
2016-07,Córdoba,3 estrellas/boutiques/aparts,1341,
2016-07,Córdoba,4 y 5 estrellas,896,
2016-07,Córdoba,Para Hoteles,1592,
2016-07,Cuyo,1 y 2 estrellas,961,
2016-07,Cuyo,3 estrellas/boutiques/aparts,1518,
2016-07,Cuyo,4 y 5 estrellas,2631,
2016-07,Cuyo,Para Hoteles,812,
2016-07,Litoral,1 y 2 estrellas,821,
2016-07,Litoral,3 estrellas/boutiques/aparts,1846,
2016-07,Litoral,4 y 5 estrellas,3317,
2016-07,Litoral,Para Hoteles,1259,
2016-07,Norte,1 y 2 estrellas,1195,
2016-07,Norte,3 estrellas/boutiques/aparts,1843,
2016-07,Norte,4 y 5 estrellas,2309,
2016-07,Norte,Para Hoteles,1464,
2016-07,Patagonia,1 y 2 estrellas,1557,
2016-07,Patagonia,3 estrellas/boutiques/aparts,2626,
2016-07,Patagonia,4 y 5 estrellas,3227,
2016-07,Patagonia,Para Hoteles,2063,
2016-08,Buenos Aires,1 y 2 estrellas,457,
2016-08,Buenos Aires,3 estrellas/boutiques/aparts,1736,
2016-08,Buenos Aires,4 y 5 estrellas,1323,
2016-08,Buenos Aires,Para Hoteles,1476,
2016-08,CABA,1 y 2 estrellas,859,
2016-08,CABA,3 estrellas/boutiques/aparts,3455,
2016-08,CABA,4 y 5 estrellas,8302,
2016-08,CABA,Para Hoteles,1370,
2016-08,Córdoba,1 y 2 estrellas,958,
2016-08,Córdoba,3 estrellas/boutiques/aparts,1293,
2016-08,Córdoba,4 y 5 estrellas,888,
2016-08,Córdoba,Para Hoteles,1347,
2016-08,Cuyo,1 y 2 estrellas,893,
2016-08,Cuyo,3 estrellas/boutiques/aparts,1798,
2016-08,Cuyo,4 y 5 estrellas,2666,
2016-08,Cuyo,Para Hoteles,739,
2016-08,Litoral,1 y 2 estrellas,783,
2016-08,Litoral,3 estrellas/boutiques/aparts,1886,
2016-08,Litoral,4 y 5 estrellas,3420,
2016-08,Litoral,Para Hoteles,1143,
2016-08,Norte,1 y 2 estrellas,1107,
2016-08,Norte,3 estrellas/boutiques/aparts,1874,
2016-08,Norte,4 y 5 estrellas,2311,
2016-08,Norte,Para Hoteles,1275,
2016-08,Patagonia,1 y 2 estrellas,1715,
2016-08,Patagonia,3 estrellas/boutiques/aparts,2611,
2016-08,Patagonia,4 y 5 estrellas,3521,
2016-08,Patagonia,Para Hoteles,2001,
2016-09,Buenos Aires,1 y 2 estrellas,489,
2016-09,Buenos Aires,3 estrellas/boutiques/aparts,1645,
2016-09,Buenos Aires,4 y 5 estrellas,1340,
2016-09,Buenos Aires,Para Hoteles,1319,
2016-09,CABA,1 y 2 estrellas,896,
2016-09,CABA,3 estrellas/boutiques/aparts,3402,
2016-09,CABA,4 y 5 estrellas,8363,
2016-09,CABA,Para Hoteles,1414,
2016-09,Córdoba,1 y 2 estrellas,1017,
2016-09,Córdoba,3 estrellas/boutiques/aparts,1321,
2016-09,Córdoba,4 y 5 estrellas,886,
2016-09,Córdoba,Para Hoteles,1420,
2016-09,Cuyo,1 y 2 estrellas,862,
2016-09,Cuyo,3 estrellas/boutiques/aparts,1820,
2016-09,Cuyo,4 y 5 estrellas,2756,
2016-09,Cuyo,Para Hoteles,754,
2016-09,Litoral,1 y 2 estrellas,776,
2016-09,Litoral,3 estrellas/boutiques/aparts,1895,
2016-09,Litoral,4 y 5 estrellas,3494,
2016-09,Litoral,Para Hoteles,1163,
2016-09,Norte,1 y 2 estrellas,972,
2016-09,Norte,3 estrellas/boutiques/aparts,1851,
2016-09,Norte,4 y 5 estrellas,2300,
2016-09,Norte,Para Hoteles,1251,
2016-09,Patagonia,1 y 2 estrellas,1788,
2016-09,Patagonia,3 estrellas/boutiques/aparts,2803,
2016-09,Patagonia,4 y 5 estrellas,3859,
2016-09,Patagonia,Para Hoteles,1907,
2016-10,Buenos Aires,1 y 2 estrellas,559,
2016-10,Buenos Aires,3 estrellas/boutiques/aparts,1812,
2016-10,Buenos Aires,4 y 5 estrellas,1642,
2016-10,Buenos Aires,Para Hoteles,1552,
2016-10,CABA,1 y 2 estrellas,862,
2016-10,CABA,3 estrellas/boutiques/aparts,3457,
2016-10,CABA,4 y 5 estrellas,8490,
2016-10,CABA,Para Hoteles,1386,
2016-10,Córdoba,1 y 2 estrellas,1128,
2016-10,Córdoba,3 estrellas/boutiques/aparts,1300,
2016-10,Córdoba,4 y 5 estrellas,890,
2016-10,Córdoba,Para Hoteles,1567,
