indice_tiempo,region_de_destino,categoria_del_hotel,puestos_de_trabajo_equivalentes,observaciones
2018-05,Norte,1 y 2 estrellas,1068,
2018-05,Norte,3 estrellas/boutiques/aparts,1799,
2018-05,Norte,4 y 5 estrellas,2311,
2018-05,Norte,Para Hoteles,1472,
2018-05,Patagonia,1 y 2 estrellas,951,
2018-05,Patagonia,3 estrellas/boutiques/aparts,2066,
2018-05,Patagonia,4 y 5 estrellas,3219,
2018-05,Patagonia,Para Hoteles,1470,
2018-06,Buenos Aires,1 y 2 estrellas,570,
2018-06,Buenos Aires,3 estrellas/boutiques/aparts,1503,
2018-06,Buenos Aires,4 y 5 estrellas,1277,
2018-06,Buenos Aires,Para Hoteles,1595,
2018-06,CABA,1 y 2 estrellas,784,
2018-06,CABA,3 estrellas/boutiques/aparts,2861,
2018-06,CABA,4 y 5 estrellas,7824,
2018-06,CABA,Para Hoteles,1191,
2018-06,Córdoba,1 y 2 estrellas,1022,
2018-06,Córdoba,3 estrellas/boutiques/aparts,1167,
2018-06,Córdoba,4 y 5 estrellas,952,
2018-06,Córdoba,Para Hoteles,1328,
2018-06,Cuyo,1 y 2 estrellas,811,
2018-06,Cuyo,3 estrellas/boutiques/aparts,1943,
2018-06,Cuyo,4 y 5 estrellas,2816,
2018-06,Cuyo,Para Hoteles,563,
2018-06,Litoral,1 y 2 estrellas,697,
2018-06,Litoral,3 estrellas/boutiques/aparts,1859,
2018-06,Litoral,4 y 5 estrellas,3728,
2018-06,Litoral,Para Hoteles,1266,
2018-06,Norte,1 y 2 estrellas,1053,
2018-06,Norte,3 estrellas/boutiques/aparts,1612,
2018-06,Norte,4 y 5 estrellas,2333,
2018-06,Norte,Para Hoteles,1393,
2018-06,Patagonia,1 y 2 estrellas,996,
2018-06,Patagonia,3 estrellas/boutiques/aparts,2236,
2018-06,Patagonia,4 y 5 estrellas,3466,
2018-06,Patagonia,Para Hoteles,1570,
2018-07,Buenos Aires,1 y 2 estrellas,618,
2018-07,Buenos Aires,3 estrellas/boutiques/aparts,1689,
2018-07,Buenos Aires,4 y 5 estrellas,1398,
2018-07,Buenos Aires,Para Hoteles,1579,
2018-07,CABA,1 y 2 estrellas,791,
2018-07,CABA,3 estrellas/boutiques/aparts,2797,
2018-07,CABA,4 y 5 estrellas,7766,
2018-07,CABA,Para Hoteles,1191,
2018-07,Córdoba,1 y 2 estrellas,1191,
2018-07,Córdoba,3 estrellas/boutiques/aparts,1386,
2018-07,Córdoba,4 y 5 estrellas,976,
2018-07,Córdoba,Para Hoteles,1885,
2018-07,Cuyo,1 y 2 estrellas,892,
2018-07,Cuyo,3 estrellas/boutiques/aparts,1962,
2018-07,Cuyo,4 y 5 estrellas,3054,
2018-07,Cuyo,Para Hoteles,701,
2018-07,Litoral,1 y 2 estrellas,698,
2018-07,Litoral,3 estrellas/boutiques/aparts,1854,
2018-07,Litoral,4 y 5 estrellas,3625,
2018-07,Litoral,Para Hoteles,1346,
2018-07,Norte,1 y 2 estrellas,1112,
2018-07,Norte,3 estrellas/boutiques/aparts,1711,
2018-07,Norte,4 y 5 estrellas,2334,
2018-07,Norte,Para Hoteles,1571,
2018-07,Patagonia,1 y 2 estrellas,1482,
2018-07,Patagonia,3 estrellas/boutiques/aparts,2511,
2018-07,Patagonia,4 y 5 estrellas,3804,
2018-07,Patagonia,Para Hoteles,2077,
2018-08,Buenos Aires,1 y 2 estrellas,593,
2018-08,Buenos Aires,3 estrellas/boutiques/aparts,1546,
2018-08,Buenos Aires,4 y 5 estrellas,1472,
2018-08,Buenos Aires,Para Hoteles,1807,
2018-08,CABA,1 y 2 estrellas,799,
2018-08,CABA,3 estrellas/boutiques/aparts,2804,
2018-08,CABA,4 y 5 estrellas,7920,
2018-08,CABA,Para Hoteles,1176,
2018-08,Córdoba,1 y 2 estrellas,1033,
2018-08,Córdoba,3 estrellas/boutiques/aparts,1274,
2018-08,Córdoba,4 y 5 estrellas,973,
2018-08,Córdoba,Para Hoteles,1715,
2018-08,Cuyo,1 y 2 estrellas,856,
2018-08,Cuyo,3 estrellas/boutiques/aparts,1855,
2018-08,Cuyo,4 y 5 estrellas,3300,
2018-08,Cuyo,Para Hoteles,589,
2018-08,Litoral,1 y 2 estrellas,669,
2018-08,Litoral,3 estrellas/boutiques/aparts,1857,
2018-08,Litoral,4 y 5 estrellas,3714,
2018-08,Litoral,Para Hoteles,1358,
2018-08,Norte,1 y 2 estrellas,1084,
2018-08,Norte,3 estrellas/boutiques/aparts,1567,
2018-08,Norte,4 y 5 estrellas,2297,
2018-08,Norte,Para Hoteles,1441,
2018-08,Patagonia,1 y 2 estrellas,1399,
2018-08,Patagonia,3 estrellas/boutiques/aparts,2537,
2018-08,Patagonia,4 y 5 estrellas,3696,
2018-08,Patagonia,Para Hoteles,2110,
2018-09,Buenos Aires,1 y 2 estrellas,609,
2018-09,Buenos Aires,3 estrellas/boutiques/aparts,2038,
2018-09,Buenos Aires,4 y 5 estrellas,1537,
2018-09,Buenos Aires,Para Hoteles,1921,
2018-09,CABA,1 y 2 estrellas,802,
2018-09,CABA,3 estrellas/boutiques/aparts,2826,
2018-09,CABA,4 y 5 estrellas,7969,
2018-09,CABA,Para Hoteles,1134,
2018-09,Córdoba,1 y 2 estrellas,1052,
2018-09,Córdoba,3 estrellas/boutiques/aparts,1309,
2018-09,Córdoba,4 y 5 estrellas,967,
2018-09,Córdoba,Para Hoteles,1631,
2018-09,Cuyo,1 y 2 estrellas,848,
2018-09,Cuyo,3 estrellas/boutiques/aparts,1840,
2018-09,Cuyo,4 y 5 estrellas,3357,
2018-09,Cuyo,Para Hoteles,592,
2018-09,Litoral,1 y 2 estrellas,669,
2018-09,Litoral,3 estrellas/boutiques/aparts,1836,
2018-09,Litoral,4 y 5 estrellas,3708,
2018-09,Litoral,Para Hoteles,1337,
2018-09,Norte,1 y 2 estrellas,1034,
2018-09,Norte,3 estrellas/boutiques/aparts,1609,
2018-09,Norte,4 y 5 estrellas,2298,
2018-09,Norte,Para Hoteles,1449,
2018-09,Patagonia,1 y 2 estrellas,1472,
2018-09,Patagonia,3 estrellas/boutiques/aparts,2438,
2018-09,Patagonia,4 y 5 estrellas,3799,
2018-09,Patagonia,Para Hoteles,1999,
2018-10,Buenos Aires,1 y 2 estrellas,685,
2018-10,Buenos Aires,3 estrellas/boutiques/aparts,1984,
2018-10,Buenos Aires,4 y 5 estrellas,1794,
2018-10,Buenos Aires,Para Hoteles,1974,
2018-10,CABA,1 y 2 estrellas,800,
2018-10,CABA,3 estrellas/boutiques/aparts,2932,
2018-10,CABA,4 y 5 estrellas,8080,
2018-10,CABA,Para Hoteles,1125,
2018-10,Córdoba,1 y 2 estrellas,1116,
2018-10,Córdoba,3 estrellas/boutiques/aparts,1310,
2018-10,Córdoba,4 y 5 estrellas,965,
2018-10,Córdoba,Para Hoteles,1774,
2018-10,Cuyo,1 y 2 estrellas,881,
2018-10,Cuyo,3 estrellas/boutiques/aparts,1888,
2018-10,Cuyo,4 y 5 estrellas,3160,
2018-10,Cuyo,Para Hoteles,597,
2018-10,Litoral,1 y 2 estrellas,709,
2018-10,Litoral,3 estrellas/boutiques/aparts,1873,
2018-10,Litoral,4 y 5 estrellas,3731,
2018-10,Litoral,Para Hoteles,1374,
2018-10,Norte,1 y 2 estrellas,873,
2018-10,Norte,3 estrellas/boutiques/aparts,1366,
2018-10,Norte,4 y 5 estrellas,2277,
2018-10,Norte,Para Hoteles,1437,
2018-10,Patagonia,1 y 2 estrellas,1378,
2018-10,Patagonia,3 estrellas/boutiques/aparts,2487,
2018-10,Patagonia,4 y 5 estrellas,3795,
2018-10,Patagonia,Para Hoteles,1938,
2018-11,Buenos Aires,1 y 2 estrellas,693,
2018-11,Buenos Aires,3 estrellas/boutiques/aparts,2103,
2018-11,Buenos Aires,4 y 5 estrellas,1802,
2018-11,Buenos Aires,Para Hoteles,2117,
2018-11,CABA,1 y 2 estrellas,787,
2018-11,CABA,3 estrellas/boutiques/aparts,2879,
2018-11,CABA,4 y 5 estrellas,8403,
2018-11,CABA,Para Hoteles,1148,
2018-11,Córdoba,1 y 2 estrellas,1218,
2018-11,Córdoba,3 estrellas/boutiques/aparts,1403,
2018-11,Córdoba,4 y 5 estrellas,964,
2018-11,Córdoba,Para Hoteles,1783,
2018-11,Cuyo,1 y 2 estrellas,870,
2018-11,Cuyo,3 estrellas/boutiques/aparts,1829,
2018-11,Cuyo,4 y 5 estrellas,3270,
2018-11,Cuyo,Para Hoteles,606,
2018-11,Litoral,1 y 2 estrellas,648,
2018-11,Litoral,3 estrellas/boutiques/aparts,1831,
2018-11,Litoral,4 y 5 estrellas,3760,
2018-11,Litoral,Para Hoteles,1355,
2018-11,Norte,1 y 2 estrellas,771,
2018-11,Norte,3 estrellas/boutiques/aparts,1293,
2018-11,Norte,4 y 5 estrellas,2275,
2018-11,Norte,Para Hoteles,1387,
2018-11,Patagonia,1 y 2 estrellas,1245,
2018-11,Patagonia,3 estrellas/boutiques/aparts,2548,
2018-11,Patagonia,4 y 5 estrellas,4092,
2018-11,Patagonia,Para Hoteles,2028,
2018-12,Buenos Aires,1 y 2 estrellas,877,
2018-12,Buenos Aires,3 estrellas/boutiques/aparts,2484,
2018-12,Buenos Aires,4 y 5 estrellas,2003,
2018-12,Buenos Aires,Para Hoteles,2353,
2018-12,CABA,1 y 2 estrellas,808,
2018-12,CABA,3 estrellas/boutiques/aparts,2800,
2018-12,CABA,4 y 5 estrellas,8213,
2018-12,CABA,Para Hoteles,1128,
2018-12,Córdoba,1 y 2 estrellas,1162,
2018-12,Córdoba,3 estrellas/boutiques/aparts,1450,
2018-12,Córdoba,4 y 5 estrellas,964,
2018-12,Córdoba,Para Hoteles,1704,
2018-12,Cuyo,1 y 2 estrellas,721,
2018-12,Cuyo,3 estrellas/boutiques/aparts,1797,
2018-12,Cuyo,4 y 5 estrellas,3310,
2018-12,Cuyo,Para Hoteles,596,
2018-12,Litoral,1 y 2 estrellas,654,
2018-12,Litoral,3 estrellas/boutiques/aparts,1806,
2018-12,Litoral,4 y 5 estrellas,3807,
2018-12,Litoral,Para Hoteles,1386,
2018-12,Norte,1 y 2 estrellas,702,
2018-12,Norte,3 estrellas/boutiques/aparts,1203,
2018-12,Norte,4 y 5 estrellas,2239,
2018-12,Norte,Para Hoteles,1333,
2018-12,Patagonia,1 y 2 estrellas,1317,
2018-12,Patagonia,3 estrellas/boutiques/aparts,2589,
2018-12,Patagonia,4 y 5 estrellas,4200,
2018-12,Patagonia,Para Hoteles,2121,
2019-01,Buenos Aires,1 y 2 estrellas,2030,
2019-01,Buenos Aires,3 estrellas/boutiques/aparts,3647,
2019-01,Buenos Aires,4 y 5 estrellas,2144,
2019-01,Buenos Aires,Para Hoteles,4077,
2019-01,CABA,1 y 2 estrellas,809,
2019-01,CABA,3 estrellas/boutiques/aparts,2833,
2019-01,CABA,4 y 5 estrellas,7857,
2019-01,CABA,Para Hoteles,1238,
2019-01,Córdoba,1 y 2 estrellas,1388,
2019-01,Córdoba,3 estrellas/boutiques/aparts,1574,
2019-01,Córdoba,4 y 5 estrellas,1057,
2019-01,Córdoba,Para Hoteles,2281,
2019-01,Cuyo,1 y 2 estrellas,796,
2019-01,Cuyo,3 estrellas/boutiques/aparts,1860,
2019-01,Cuyo,4 y 5 estrellas,3188,
2019-01,Cuyo,Para Hoteles,789,
2019-01,Litoral,1 y 2 estrellas,646,
2019-01,Litoral,3 estrellas/boutiques/aparts,1796,
2019-01,Litoral,4 y 5 estrellas,3924,
2019-01,Litoral,Para Hoteles,1494,
2019-01,Norte,1 y 2 estrellas,764,
2019-01,Norte,3 estrellas/boutiques/aparts,1252,
2019-01,Norte,4 y 5 estrellas,2239,
2019-01,Norte,Para Hoteles,1427,
2019-01,Patagonia,1 y 2 estrellas,1636,
2019-01,Patagonia,3 estrellas/boutiques/aparts,2912,
2019-01,Patagonia,4 y 5 estrellas,4461,
2019-01,Patagonia,Para Hoteles,2717,
2019-02,Buenos Aires,1 y 2 estrellas,1969,
2019-02,Buenos Aires,3 estrellas/boutiques/aparts,3349,
2019-02,Buenos Aires,4 y 5 estrellas,2170,
2019-02,Buenos Aires,Para Hoteles,3910,
2019-02,CABA,1 y 2 estrellas,778,
2019-02,CABA,3 estrellas/boutiques/aparts,2847,
2019-02,CABA,4 y 5 estrellas,8000,
2019-02,CABA,Para Hoteles,1222,
2019-02,Córdoba,1 y 2 estrellas,1413,
2019-02,Córdoba,3 estrellas/boutiques/aparts,1698,
2019-02,Córdoba,4 y 5 estrellas,1084,
2019-02,Córdoba,Para Hoteles,2316,
2019-02,Cuyo,1 y 2 estrellas,878,
2019-02,Cuyo,3 estrellas/boutiques/aparts,1793,
2019-02,Cuyo,4 y 5 estrellas,3054,
2019-02,Cuyo,Para Hoteles,767,
2019-02,Litoral,1 y 2 estrellas,656,
2019-02,Litoral,3 estrellas/boutiques/aparts,1761,
2019-02,Litoral,4 y 5 estrellas,3847,
2019-02,Litoral,Para Hoteles,1443,
2019-02,Norte,1 y 2 estrellas,762,
2019-02,Norte,3 estrellas/boutiques/aparts,1419,
2019-02,Norte,4 y 5 estrellas,2203,
2019-02,Norte,Para Hoteles,1356,
2019-02,Patagonia,1 y 2 estrellas,1477,
2019-02,Patagonia,3 estrellas/boutiques/aparts,3220,
2019-02,Patagonia,4 y 5 estrellas,4321,
2019-02,Patagonia,Para Hoteles,2626,
2019-03,Buenos Aires,1 y 2 estrellas,1096,
2019-03,Buenos Aires,3 estrellas/boutiques/aparts,2315,
2019-03,Buenos Aires,4 y 5 estrellas,1843,
2019-03,Buenos Aires,Para Hoteles,2791,
2019-03,CABA,1 y 2 estrellas,782,
2019-03,CABA,3 estrellas/boutiques/aparts,2913,
2019-03,CABA,4 y 5 estrellas,8215,
2019-03,CABA,Para Hoteles,1135,
2019-03,Córdoba,1 y 2 estrellas,1125,
2019-03,Córdoba,3 estrellas/boutiques/aparts,1470,
2019-03,Córdoba,4 y 5 estrellas,1027,
2019-03,Córdoba,Para Hoteles,1881,
2019-03,Cuyo,1 y 2 estrellas,866,
2019-03,Cuyo,3 estrellas/boutiques/aparts,1851,
2019-03,Cuyo,4 y 5 estrellas,3001,
2019-03,Cuyo,Para Hoteles,722,
2019-03,Litoral,1 y 2 estrellas,631,
2019-03,Litoral,3 estrellas/boutiques/aparts,1726,
2019-03,Litoral,4 y 5 estrellas,3923,
2019-03,Litoral,Para Hoteles,1458,
2019-03,Norte,1 y 2 estrellas,839,
2019-03,Norte,3 estrellas/boutiques/aparts,1390,
2019-03,Norte,4 y 5 estrellas,2205,
2019-03,Norte,Para Hoteles,1371,
2019-03,Patagonia,1 y 2 estrellas,1402,
2019-03,Patagonia,3 estrellas/boutiques/aparts,2826,
2019-03,Patagonia,4 y 5 estrellas,4154,
2019-03,Patagonia,Para Hoteles,2226,
2019-04,Buenos Aires,1 y 2 estrellas,648,
2019-04,Buenos Aires,3 estrellas/boutiques/aparts,1672,
2019-04,Buenos Aires,4 y 5 estrellas,1563,
2019-04,Buenos Aires,Para Hoteles,2625,
2019-04,CABA,1 y 2 estrellas,767,
2019-04,CABA,3 estrellas/boutiques/aparts,2854,
2019-04,CABA,4 y 5 estrellas,8071,
2019-04,CABA,Para Hoteles,1178,
2019-04,Córdoba,1 y 2 estrellas,1079,
2019-04,Córdoba,3 estrellas/boutiques/aparts,1452,
2019-04,Córdoba,4 y 5 estrellas,1024,
2019-04,Córdoba,Para Hoteles,1638,
2019-04,Cuyo,1 y 2 estrellas,798,
2019-04,Cuyo,3 estrellas/boutiques/aparts,1484,
2019-04,Cuyo,4 y 5 estrellas,2749,
2019-04,Cuyo,Para Hoteles,663,
2019-04,Litoral,1 y 2 estrellas,725,
2019-04,Litoral,3 estrellas/boutiques/aparts,1692,
2019-04,Litoral,4 y 5 estrellas,3921,
2019-04,Litoral,Para Hoteles,1426,
2019-04,Norte,1 y 2 estrellas,996,
2019-04,Norte,3 estrellas/boutiques/aparts,1516,
2019-04,Norte,4 y 5 estrellas,2236,
2019-04,Norte,Para Hoteles,1367,
2019-04,Patagonia,1 y 2 estrellas,1337,
2019-04,Patagonia,3 estrellas/boutiques/aparts,2545,
2019-04,Patagonia,4 y 5 estrellas,4098,
2019-04,Patagonia,Para Hoteles,2182,
2019-05,Buenos Aires,1 y 2 estrellas,528,
2019-05,Buenos Aires,3 estrellas/boutiques/aparts,1367,
2019-05,Buenos Aires,4 y 5 estrellas,1228,
2019-05,Buenos Aires,Para Hoteles,1885,
2019-05,CABA,1 y 2 estrellas,733,
2019-05,CABA,3 estrellas/boutiques/aparts,2852,
2019-05,CABA,4 y 5 estrellas,8069,
2019-05,CABA,Para Hoteles,1321,
2019-05,Córdoba,1 y 2 estrellas,908,
2019-05,Córdoba,3 estrellas/boutiques/aparts,1353,
2019-05,Córdoba,4 y 5 estrellas,984,
2019-05,Córdoba,Para Hoteles,1296,
2019-05,Cuyo,1 y 2 estrellas,817,
2019-05,Cuyo,3 estrellas/boutiques/aparts,1876,
2019-05,Cuyo,4 y 5 estrellas,2888,
2019-05,Cuyo,Para Hoteles,593,
2019-05,Litoral,1 y 2 estrellas,710,
2019-05,Litoral,3 estrellas/boutiques/aparts,1746,
2019-05,Litoral,4 y 5 estrellas,3822,
2019-05,Litoral,Para Hoteles,1394,
2019-05,Norte,1 y 2 estrellas,991,
2019-05,Norte,3 estrellas/boutiques/aparts,1565,
2019-05,Norte,4 y 5 estrellas,2243,
2019-05,Norte,Para Hoteles,1355,
2019-05,Patagonia,1 y 2 estrellas,1185,
2019-05,Patagonia,3 estrellas/boutiques/aparts,2304,
2019-05,Patagonia,4 y 5 estrellas,3431,
2019-05,Patagonia,Para Hoteles,1428,
2019-06,Buenos Aires,1 y 2 estrellas,527,
2019-06,Buenos Aires,3 estrellas/boutiques/aparts,1388,
2019-06,Buenos Aires,4 y 5 estrellas,1354,
2019-06,Buenos Aires,Para Hoteles,1929,
2019-06,CABA,1 y 2 estrellas,749,
2019-06,CABA,3 estrellas/boutiques/aparts,2836,
2019-06,CABA,4 y 5 estrellas,8027,
2019-06,CABA,Para Hoteles,1298,
2019-06,Córdoba,1 y 2 estrellas,841,
2019-06,Córdoba,3 estrellas/boutiques/aparts,1279,
2019-06,Córdoba,4 y 5 estrellas,976,
2019-06,Córdoba,Para Hoteles,1198,
2019-06,Cuyo,1 y 2 estrellas,804,
2019-06,Cuyo,3 estrellas/boutiques/aparts,1853,
2019-06,Cuyo,4 y 5 estrellas,2969,
2019-06,Cuyo,Para Hoteles,631,
2019-06,Litoral,1 y 2 estrellas,640,
2019-06,Litoral,3 estrellas/boutiques/aparts,1733,
2019-06,Litoral,4 y 5 estrellas,3827,
2019-06,Litoral,Para Hoteles,1326,
2019-06,Norte,1 y 2 estrellas,1007,
2019-06,Norte,3 estrellas/boutiques/aparts,1621,
2019-06,Norte,4 y 5 estrellas,2185,
2019-06,Norte,Para Hoteles,1360,
2019-06,Patagonia,1 y 2 estrellas,1226,
2019-06,Patagonia,3 estrellas/boutiques/aparts,2393,
2019-06,Patagonia,4 y 5 estrellas,3623,
2019-06,Patagonia,Para Hoteles,1644,
2019-07,Buenos Aires,1 y 2 estrellas,562,
2019-07,Buenos Aires,3 estrellas/boutiques/aparts,1561,
2019-07,Buenos Aires,4 y 5 estrellas,1338,
2019-07,Buenos Aires,Para Hoteles,1967,
2019-07,CABA,1 y 2 estrellas,747,
2019-07,CABA,3 estrellas/boutiques/aparts,2904,
2019-07,CABA,4 y 5 estrellas,7990,
2019-07,CABA,Para Hoteles,1286,
2019-07,Córdoba,1 y 2 estrellas,1019,
2019-07,Córdoba,3 estrellas/boutiques/aparts,1770,
2019-07,Córdoba,4 y 5 estrellas,1008,
2019-07,Córdoba,Para Hoteles,1798,
2019-07,Cuyo,1 y 2 estrellas,908,
2019-07,Cuyo,3 estrellas/boutiques/aparts,1838,
2019-07,Cuyo,4 y 5 estrellas,3292,
2019-07,Cuyo,Para Hoteles,745,
2019-07,Litoral,1 y 2 estrellas,658,
2019-07,Litoral,3 estrellas/boutiques/aparts,1750,
2019-07,Litoral,4 y 5 estrellas,3990,
2019-07,Litoral,Para Hoteles,1342,
2019-07,Norte,1 y 2 estrellas,1052,
2019-07,Norte,3 estrellas/boutiques/aparts,1654,
2019-07,Norte,4 y 5 estrellas,2223,
2019-07,Norte,Para Hoteles,1503,
2019-07,Patagonia,1 y 2 estrellas,1716,
2019-07,Patagonia,3 estrellas/boutiques/aparts,2607,
2019-07,Patagonia,4 y 5 estrellas,3785,
2019-07,Patagonia,Para Hoteles,2135,
2019-08,Buenos Aires,1 y 2 estrellas,519,
2019-08,Buenos Aires,3 estrellas/boutiques/aparts,1539,
2019-08,Buenos Aires,4 y 5 estrellas,1398,
2019-08,Buenos Aires,Para Hoteles,2170,
2019-08,CABA,1 y 2 estrellas,725,
2019-08,CABA,3 estrellas/boutiques/aparts,2946,
2019-08,CABA,4 y 5 estrellas,7932,
2019-08,CABA,Para Hoteles,1291,
2019-08,Córdoba,1 y 2 estrellas,892,
2019-08,Córdoba,3 estrellas/boutiques/aparts,1628,
2019-08,Córdoba,4 y 5 estrellas,997,
2019-08,Córdoba,Para Hoteles,1499,
2019-08,Cuyo,1 y 2 estrellas,875,
2019-08,Cuyo,3 estrellas/boutiques/aparts,1860,
2019-08,Cuyo,4 y 5 estrellas,3022,
2019-08,Cuyo,Para Hoteles,648,
2019-08,Litoral,1 y 2 estrellas,654,
2019-08,Litoral,3 estrellas/boutiques/aparts,1762,
2019-08,Litoral,4 y 5 estrellas,3877,
2019-08,Litoral,Para Hoteles,1313,
2019-08,Norte,1 y 2 estrellas,1018,
2019-08,Norte,3 estrellas/boutiques/aparts,1585,
2019-08,Norte,4 y 5 estrellas,2209,
2019-08,Norte,Para Hoteles,1387,
2019-08,Patagonia,1 y 2 estrellas,1843,
2019-08,Patagonia,3 estrellas/boutiques/aparts,2641,
2019-08,Patagonia,4 y 5 estrellas,3823,
2019-08,Patagonia,Para Hoteles,2135,
2019-09,Buenos Aires,1 y 2 estrellas,574,
2019-09,Buenos Aires,3 estrellas/boutiques/aparts,1530,
2019-09,Buenos Aires,4 y 5 estrellas,1416,
2019-09,Buenos Aires,Para Hoteles,1839,
2019-09,CABA,1 y 2 estrellas,715,
2019-09,CABA,3 estrellas/boutiques/aparts,2886,
2019-09,CABA,4 y 5 estrellas,7887,
2019-09,CABA,Para Hoteles,1277,
2019-09,Córdoba,1 y 2 estrellas,970,
2019-09,Córdoba,3 estrellas/boutiques/aparts,1634,
2019-09,Córdoba,4 y 5 estrellas,987,
2019-09,Córdoba,Para Hoteles,1499,
2019-09,Cuyo,1 y 2 estrellas,856,
2019-09,Cuyo,3 estrellas/boutiques/aparts,1854,
2019-09,Cuyo,4 y 5 estrellas,3138,
2019-09,Cuyo,Para Hoteles,651,
2019-09,Litoral,1 y 2 estrellas,664,
2019-09,Litoral,3 estrellas/boutiques/aparts,1803,
2019-09,Litoral,4 y 5 estrellas,3937,
2019-09,Litoral,Para Hoteles,1332,
2019-09,Norte,1 y 2 estrellas,1018,
2019-09,Norte,3 estrellas/boutiques/aparts,1457,
2019-09,Norte,4 y 5 estrellas,2252,
2019-09,Norte,Para Hoteles,1387,
2019-09,Patagonia,1 y 2 estrellas,1803,
2019-09,Patagonia,3 estrellas/boutiques/aparts,2631,
2019-09,Patagonia,4 y 5 estrellas,4018,
2019-09,Patagonia,Para Hoteles,1987,
2019-10,Buenos Aires,1 y 2 estrellas,594,
2019-10,Buenos Aires,3 estrellas/boutiques/aparts,1707,
2019-10,Buenos Aires,4 y 5 estrellas,1532,
2019-10,Buenos Aires,Para Hoteles,1906,
2019-10,CABA,1 y 2 estrellas,743,
2019-10,CABA,3 estrellas/boutiques/aparts,2996,
2019-10,CABA,4 y 5 estrellas,8883,
2019-10,CABA,Para Hoteles,1259,
2019-10,Córdoba,1 y 2 estrellas,1093,
2019-10,Córdoba,3 estrellas/boutiques/aparts,1499,
2019-10,Córdoba,4 y 5 estrellas,1100,
2019-10,Córdoba,Para Hoteles,1655,
2019-10,Cuyo,1 y 2 estrellas,889,
2019-10,Cuyo,3 estrellas/boutiques/aparts,1736,
2019-10,Cuyo,4 y 5 estrellas,3641,
2019-10,Cuyo,Para Hoteles,662,
2019-10,Litoral,1 y 2 estrellas,624,
2019-10,Litoral,3 estrellas/boutiques/aparts,1736,
2019-10,Litoral,4 y 5 estrellas,4228,
2019-10,Litoral,Para Hoteles,1335,
2019-10,Norte,1 y 2 estrellas,904,
2019-10,Norte,3 estrellas/boutiques/aparts,1498,
2019-10,Norte,4 y 5 estrellas,2528,
2019-10,Norte,Para Hoteles,1373,
2019-10,Patagonia,1 y 2 estrellas,1485,
2019-10,Patagonia,3 estrellas/boutiques/aparts,2652,
2019-10,Patagonia,4 y 5 estrellas,4134,
2019-10,Patagonia,Para Hoteles,2006,
2019-11,Buenos Aires,1 y 2 estrellas,690,
2019-11,Buenos Aires,3 estrellas/boutiques/aparts,1917,
2019-11,Buenos Aires,4 y 5 estrellas,1697,
2019-11,Buenos Aires,Para Hoteles,1941,
2019-11,CABA,1 y 2 estrellas,723,
2019-11,CABA,3 estrellas/boutiques/aparts,3083,
2019-11,CABA,4 y 5 estrellas,9284,
2019-11,CABA,Para Hoteles,1230,
2019-11,Córdoba,1 y 2 estrellas,1036,
2019-11,Córdoba,3 estrellas/boutiques/aparts,1509,
2019-11,Córdoba,4 y 5 estrellas,1101,
2019-11,Córdoba,Para Hoteles,1624,
2019-11,Cuyo,1 y 2 estrellas,828,
2019-11,Cuyo,3 estrellas/boutiques/aparts,1776,
2019-11,Cuyo,4 y 5 estrellas,4129,
2019-11,Cuyo,Para Hoteles,656,
2019-11,Litoral,1 y 2 estrellas,642,
2019-11,Litoral,3 estrellas/boutiques/aparts,1748,
2019-11,Litoral,4 y 5 estrellas,4479,
2019-11,Litoral,Para Hoteles,1321,
2019-11,Norte,1 y 2 estrellas,789,
2019-11,Norte,3 estrellas/boutiques/aparts,1139,
2019-11,Norte,4 y 5 estrellas,2484,
2019-11,Norte,Para Hoteles,1276,
2019-11,Patagonia,1 y 2 estrellas,1270,
2019-11,Patagonia,3 estrellas/boutiques/aparts,2549,
2019-11,Patagonia,4 y 5 estrellas,3936,
2019-11,Patagonia,Para Hoteles,2203,
2019-12,Buenos Aires,1 y 2 estrellas,784,
2019-12,Buenos Aires,3 estrellas/boutiques/aparts,2540,
2019-12,Buenos Aires,4 y 5 estrellas,1899,
2019-12,Buenos Aires,Para Hoteles,2220,
2019-12,CABA,1 y 2 estrellas,740,
2019-12,CABA,3 estrellas/boutiques/aparts,3147,
2019-12,CABA,4 y 5 estrellas,9283,
2019-12,CABA,Para Hoteles,1397,
2019-12,Córdoba,1 y 2 estrellas,1027,
2019-12,Córdoba,3 estrellas/boutiques/aparts,1475,
2019-12,Córdoba,4 y 5 estrellas,1129,
2019-12,Córdoba,Para Hoteles,1463,
2019-12,Cuyo,1 y 2 estrellas,725,
2019-12,Cuyo,3 estrellas/boutiques/aparts,2203,
2019-12,Cuyo,4 y 5 estrellas,3362,
2019-12,Cuyo,Para Hoteles,616,
2019-12,Litoral,1 y 2 estrellas,609,
2019-12,Litoral,3 estrellas/boutiques/aparts,1706,
2019-12,Litoral,4 y 5 estrellas,4334,
2019-12,Litoral,Para Hoteles,1370,
2019-12,Norte,1 y 2 estrellas,689,
2019-12,Norte,3 estrellas/boutiques/aparts,1322,
2019-12,Norte,4 y 5 estrellas,2112,
2019-12,Norte,Para Hoteles,1201,
2019-12,Patagonia,1 y 2 estrellas,1584,
2019-12,Patagonia,3 estrellas/boutiques/aparts,2834,
2019-12,Patagonia,4 y 5 estrellas,4165,
